Russian Captions                          Georgian Captions
МХК Атлант Мытищи                         mhk atlant mitiSCi
Сан Диего Сэйбрз                          san diego seibrzi
Лас-Вегас Тандербёрдз                     las-vegas tanderbiordzi
Джейнсвилл Джетс                          jeinsvil jeTsi
Тайфун Приморский край                    taifun primorski krai
Миссула Джуниор Брюинс                    misula junior briuinsi
Форт МакМюррей Ойл Баронс                 fort makmiurei oil baronsi
Спрус Грув Саинт                          sprus gruv sainTi
Рокетс ХК                                 roketsi
Чарльстон Колониалс                       Carlston kolonialsi
Бродяги                                   brodiagi
Муравей                                   muravei
Вернон Вайперс                            vernon vaipersi
Ковичан Вэлли Кэпиталс                    koviCan veli qefiTalsi
Кристалл Элект Шорт                       kristal eleqt SorTi
Пауелл Ривер Кингс                        pauel river qingsi
Суррей Иглз                               surei iglzi
Пентинктон Вис                            pentinkton visi
Кранбрук Бакс                             kranbruk baksi
Кузня Могилёв                             kuznia mogiliovi
Четыре Ледокола                           Cetire ledokola
Молотобойцы                               molotoboici
Белск                                     belski
ЦСК ВВС Самара                            csk vvs samara
Фэйрбенкс Айс Догс                        feirbenks ais dogsi
Авто Екатеринбург                         avto ekaterinburgi
Алматы Шорт                               almati Sorti
Чиппева Стил                              Cipeva stili
Миннесота Меджишн                         minesota mejiSni
Мстители                                  mstiteli
Агенты                                    agenti
Днепровские Белки                         dneprovskie belki
Мариуполь                                 mariupoli
Скайсити Стампид                          sqaisiTi stampidi
Демоны скорости                           demoni skorosti
Динамо Санкт-Петербург                    dinamo sankt-peterburgi
Алмаз Череповец                           almaz Cerepoveci
Реактор Нижнекамск                        reaqtor niJnekamski
Омские Крылья                             omskie krilia
Белые Медведи Челябинск                   belie medvedi Celiabinski
Челмет Челябинск                          Celmet Celiabinski
Мостечти Лви                              mosteCti lvi
Нова-Пака                                 nova-paka
МХК Крылья Советов Москва                 mxk krilia sovetov moskovi
МХК Динамо Москва                         mxk dinamo moskovi
Металлург Новокузнецк                     metalurg novokuznecki
Зауралье Курган                           zauralie kurgani
Авангард Омск                             avangard omski
Трактор Челябинск                         traqtor Celiabinski
Локо Ярославль                            loko iaroslavli
Ароза                                     aroza
АКМ-Юниор Новомосковск                    akm-iunior novomoskovski
СКА-Нева Санкт-Петербург                  ska-neva sankt-peterburgi
Ред Булл Зальцбург                        red bul zalcburgi
Ладья Тольятти                            laZia toliati
Автомобилист Екатеринбург                 avtomobilist ekaterinburgi
Минские Зубры                             minskie zubri
Михаловице                                mixalovice
Северсталь Череповец                      severstal Cerepoveci
Локомотив Ярославль                       lokomotiv iaroslavli
Амур Хабаровск                            amur xabarovski
Красная Армия Москва                      wiTeli armia moskovi
Стальные Лисы Магнитогорск                stalnie lisi magnitogorski
МХК Спартак Москва                        mxk moskovis spartaki
ХК Соболь Береза                          sobol berioza
МХК Молот                                 mxk moloti
Торпедо Нижний Новгород                   torpedo niJni novgorodi
СКА-ГУОР Карелия                          ska-guor karelia
МХК Олимпия К-Ч                           mxk olimpia k-C
Ирбис Казань                              irbis kazani
Чайка Нижний Новгород                     Caika niJni novgorodi
Вестшор Вулвз                             vestSor vulvzi
Угерски-Острог                            ugerski-ostrogi
Бржецлав                                  brJeclavi
Молот Пермь                               molot permi
Металлург Магнитогорск                    metalurg magnitogorski
Салават Юлаев Уфа                         salavat iuliaev ufa
Спартак Москва                            moskovis spartaki
ЦСКА Москва                               moskovis cska
Порт Алберни Бомберс                      port alberni bombersi
Истван                                    istvani
Уэйберн Ред Уингз                         ueibern red uingzi
Нотр Дам Хаундс                           notr dam haundsi
Ричмонд Сокейз                            riCmond sokeizi
Дельта Айс Хоукс                          delta ais houqsi
Грандвью Стилерс                          grandviu stilersi
Мелвилл                                   melvili
Норт Ванкувер ВольфПак                    norT vankuver volfpaki
Суррей Найтс                              surei naiTsi
Ястребы Уральск                           iastrebi uralski
Уайт Рок Уэйлерс                          uaiT rok ueilersi
Порт Муди                                 port mudi
Олдергроув Кадьякс                        oldergrouv kadiaksi
Русские Витязи Подольск                   ruskie vitiazi podolski
Капитан Ступино                           kapitan stupino
Сиэтл Кракен                              sietl krakeni
Абботсфорд Пилотс                         abotsford pilotsi
Сиэтл Тандербёрдс                         sietl Tanderbiordsi
Рэд Иглз Хоккайдо                         red iglz hokaido
Абботсфорд Кэнакс                         abotsford kenaksi
Принц Джордж Спрус Кингз                  princ jorj sprus qingzi
Легион Калуш                              legion kaluSi
Толпар Уфа                                tolpar ufa
Локо-76 Ярославль                         loko-76 iaroslavli
Локо-76                                   loko-76
Барыс Нур-Султан                          baris nur-sultani
Йокерит Хельсинки                         iokerit helsinki
Херши Беарс                               herSi bearsi
Мишен Сити Аутлос                         miSen siTi autlosi
Дрейтон Уэлли Тандер                      dreiton ueli Tanderi
Боннивилл Понтиакс                        bonivil pontiaksi
Саанич Предаторс                          saaniC predatorsi
Лэнгли Трапперс                           lengli trapersi
Спрингфилд Дж. Блюз                       springfild j. bliuzi
Ридж Медовс Флэмс                         rij medovs flemsi
Анкоридж Вулверинз                        ankorij vulverinzi
Сточнёвец Гданьск                         stoCniovec gdanski
СКСО                                      skso
Динамо-Нева                               dinamo-neva
Нельсон Лифс                              nelson lifsi
Бивер Уэлли Найтхокс                      biver ueli naiThoksi
Осойос Койотс                             osoios koiotsi
Норт Оканаган Найтс                       norT okanagan naiTsi
Лонг Бич Шреддерс                         long biC Sredersi
Авир Прага А                              avir praRa a
Ганспаулка                                ganspaulka
Сталкер                                   stalkeri
Ледовый Десант                            ledovi desanti
Красные Крылья                            krasnie krilia
Быстрые Рыси                              bistrie risi
Реактивные Бизоны                         reaqtivnie bizoni
Золотые Драконы                           zolotie drakoni
Флин Флон                                 flin floni
Су Тандербердс                            su Tanderberdsi
ХБК Кошице                                xbk koSice
Адлер Требишов                            adler trebiSovi
Керт Парк Прага                           kert park praRa
ХБК Кладно                                xbk kladno
Тукумс/Вента-2002                         tukums/venta-2002
Майти Бакс Прага                          maiti baqs praRa
Феникс Прага                              feniqs praRa
Ред Лэйк Минерс                           red leiq minersi
Брукс Бэндитс                             bruks bendiTsi
Пикеринг                                  pikeringi
Авир Прага Б                              avira praRa b
Даблове Прага                             dablove praRa
Лонгей Колледж                            longei koleji
Россия-красные                            ruseTi-wiTlebi
Россия-белые                              ruseTi-TeTrebi
ХКБ Писек                                 hkb piseki
ХБК Йиндржихув Градец                     hbk iindrJihuv gradeci
Хостиварж                                 hostivarJi
Элба ДДМ                                  elba ddm
Энвиформ Тршинец                          enviform trSineci
Яселска Опава                             iaselska opava
Гамильтон Бульдогс                        hamilton buldogsi
Передовой Отряд                           peredovoi otriadi
Злые Гоблины                              zlie goblini
Расхитители Галактик                      rasxititeli galaktiki
Йештержи Усти над Лабем Б                 ieSterJi usti nad labem b
Кома Тим                                  koma Timi
Хостивар 2                                hostivar 2
Тигржи Млада Болеслав                     tigrJi mlada boleslavi
Тысячелетний Сокол                        tisiaCeletni sokoli
Тула                                      tula
Тольятти                                  toliati
Темные Рыцари                             tiomnie ricari
Арктические Гиганты                       arktiCeskie giganti
Ярославль                                 iaroslavli
Екатеринбург                              ekaterinburgi
Костоломы                                 kostolomi
Омск                                      omski
Магнитогорск                              magnitogorski
Новосибирск                               novosibirski
Феникс                                    feniqsi
Капотня                                   kapotnia
Тушино                                    tuSino
Китай-город                               kitai-gorodi
Останкино                                 ostankino
Ястребы Пинск                             iastrebi pinski
Горняк-УГМК Верхняя Пышма                 gorniak-ugmk verxnaia piSma
Горняк-УГМК                               gorniak-ugmk
Чертаново                                 Certanovo
Царицыно                                  caricino
Металлург Череповец                       metalurg Cerepoveci
Лада Тольятти                             lada toliati
ХК Медведи Витебск                        medvedi vitebski
Лефортово                                 lefortovo
Коньково                                  konkovo
Сокол Тысячелетия                         sokol tisiaCiletia
ХК Рязань-ВДВ                             riazan-vdv
СКА Санкт-Петербург                       ska sankt-peterburgi
Южный Урал Орск                           iuJni ural orski
Метеор Тршемошна                          meteor trSemoSna
Звезда Москва                             zvezda moskovi
Ижсталь Ижевск                            iJstal iJevski
Ермак Ангарск                             ermak angarski
АКМ Новомосковск                          akm novomoskovski
Нефтехимик Нижнекамск                     nefteximik niJnekamski
Ак Барс Казань                            ak bars kazani
Динамо Москва                             dinamo moskovi
Сарматы Оренбург                          sarmati orenburgi
Hockey Boys                               hokei boizi
Masters                                   mastersi
Буран Воронеж                             buran voroneJi
Академия Михайлова Тула                   mixailovis akademia tula
Белсталь Жлобин                           belstal Jlobini
МХК Динамо-Шинник                         mxk dinamo-Siniki
Копршивнице                               koprSivnice
Витязь Подольск                           vitiaz podolski
Дизель Пенза                              dizel penza
Сокол Красноярск                          sokol krasnoiarski
МХК Тамбов                                mxk tambovi
Прешов                                    preSovi
Ильвес Тампере                            ilves tampere
Ильвес Колорадо                           ilves kolorado
ХК Вишков                                 viSkovi
СХК Годонин                               shk godonini
Подхале Новы-Тарг                         podxale novi-targi
Кристианстад                              kristianstadi
Дечина                                    deCina
Пираты Хомутов                            pirati xomutovi
Фредериксхавн Уайт Хоукс                  frederikshavn uaiT houqsi
Ростов                                    rostovi
Крым                                      krimi
Краснодар                                 krasnodari
Сочи                                      soCi
ФПС                                       fps
Fearless                                  firlesi
Торос Нефтекамск                          toros neftekamski
ХК ЭкоНива-Бобров                         ekoniva-bobrovi
Спартак Дубница                           spartak dubnica
Пардубице-2                               pardubice-2
Пршибрам                                  prSibrami
Каарина Индианс                           kaarina indiansi
ПЗ Кладно                                 pz kladno
Flames                                    fleimsi
Steelers                                  stilerzi
ХК Хумо                                   xumo
Барс Казань                               bars kazani
Адлер Мангейм                             adler mangeimi
Яблонец-над-Нисоу                         iablonec nad nisou
Aces                                      eisizi
ХК Видное                                 vidnoe
Протон Нововоронеж                        proton novovoroneJi
МХК Молот Пермь                           mxk molot permi
ХК Динамо-576                             dinamo-576
Звезда Пр                                 zvezda pr
Долны Кубин                               dolni kubini
СКА-1946 Санкт-Петербург                  ska-1946 sankt-peterburgi
Секешфехервар                             sekeSfehervari
Брежно                                    breJno
Кеттера                                   ketera
К-Эспоо                                   k-espoo
Индиан Жьяр-над-Гроном                    indian Jiar nad gronomi
Сарыарка                                  sariarka
Урхо                                      urxo
Куньлунь РС                               kunlun rs
Повассан Вудус                            povasan vudusi
Френч Ривер Рэпидс                        frenC river rapidsi
Ст. Мэрис Линкольнс                       st. meris linkolnsi
Стрэтфорд Уорриорз                        stretford uoriorzi
Лейк Ковичан Кракен                       leiq koviCan krakeni
Tough Guys                                taf gaizi
Ллойдминстер Бобкэтс                      loidminster bobqeTsi
Никко Айсбакс                             nikko aisbaksi
Йокохама Гритс                            iokohama gritsi
Тохоку Фри Блэйдс                         toxoku fri bleidsi
Анже                                      anJe
Манчестер Сторм                           manCester stormi
Ноттингем Пэнтерз                         notingem penterzi
Барыс Астана                              baris astana
Пухов                                     puxovi
Цитадель Брест                            citadel bresti
Нефтехимик Нв                             nefteximik nv
Днепровские Львы                          dneprovskie lvi
ХК Прогресс Гродно                        progres grodno
Огненные Рыси                             ognenie risi
Коове                                     koove
ИПК                                       ipk
Будапешт Йегкоронг Академия               budapeSt iegkorong akademia
Нове-Замки                                nove-zamki
ХК 21 Прешов                              21 preSovi
ДАБ. Доцлер                               dab. docleri
Брашов Вулвз                              braSov vulvzi
Тверичи-СШОР                              tveriCi-sSor
Полёт Рыбинск                             poliot ribinski
Куортане                                  kuortane
Мого/ЛСПА                                 mogo/lspa
Каунас Сити                               kaunas siTi
КМХ Будапешт                              kmh budapeSti
Филадельфия Ребелс                        filadelfia rebelsi
Мериленд Блэк Бирс                        merilend bleq birsi
Чилливак Джетс                            Cilivak jeTsi
ХК Авиатор Барановичи                     aviator baranoviCi
ХК U18                                    u18
ХК U17                                    u17
Педагог Ч.Будеёвице-2                     pedagog C.budeiovice-2
Калих Табор                               kalix tabori
Цюрих Лайонс                              ciurix laionsi
Сержи-Понтуаз                             serJi-pontuazi
Шамони-Мон-Блан                           Samoni-mon-blani
Винтертур                                 vinterturi
Прага Инджинирз                           praRa injinirzi
Жас-Батыр                                 Jas-batiri
Вильнюс Панкс                             vilnius panksi
Карлскуга                                 karlskuga
Лангнау Тайгерс                           langnau Taigersi
Ред Булл Мюнхен                           red bul miunxeni
Фиштаун Пингвинз                          fiSTaun pingvinsi
ХК Войводина                              voivodina
П.А.Л. Дж. Айлендерс                      p.a.l. j. ailendersi
Мерсер Чифс                               merser Cifsi
Данди Старз                               dandi sTarzi
Нови-Биджов                               novi-bijovi
Нюбро Викингс                             niubro vikingsi
Виммербю                                  vimerbiu
Каллинге Роннебю                          kalinge ronebiu
Мёррум                                    miorumi
Эскильстуна Линден                        eskulstuna lindeni
Шёвде                                     Siovde
Транос                                    tranosi
Москитос Эссен                            moskitos eseni
Росток                                    rostoki
Лейпциг                                   leipcigi
Галле                                     gale
Херфорд                                   herfordi
Нючёпинг                                  niuCiopingi
Сегелторпс                                segeltorpsi
Рунгстед Сайер Кэпитал                    rungsted saier kepitali
Херлев Иглз                               herlev iglzi
Оденсе Бульдогз                           odense buldogzi
Ольборг Пайретс                           olborg pairetsi
Пайонирз Форарльберг                      paionirz forarlbergi
Пустерталь Вольф                          pustertal volfi
Криммичау                                 krimiCau
Зельбер                                   zelbergi
Байройт                                   bairoiti
Хохштадтер                                hoxStadteri
Вайден                                    vaideni
Фехервари Титанок                         fehervari titanoki
Прешов Пингвинз                           preSov pingvinzi
Требишов                                  trebiSovi
Феникс Казань                             feniks kazani
Йовик                                     ioviki
Виркия                                    virkia
Рьемю                                     riemiu
Электрену Энергия                         elektrenu energia
ДВТК Мишкольц                             dvtk miSkolci
Шеффилд Стилерз                           Sefild sTilerzi
Файф Флайерз                              faif flaierzi
Ритнер Буам                               ritner buami
Блэк Уингз Линц                           bleq uingz linci
Ковентри Блейз                            qovenTri bleizi
Белфаст Джайантс                          belfast jaianTsi
Хаммер                                    hameri
Гилфорд Флэймз                            gilford fleimzi
Кардифф Девилз                            kardif devilzi
Clan                                      klani
Зальцбург Юниорс                          zalcburg iuniorsi
Целлер                                    celeri
Клагенфурт                                klagenfurti
Кицбюэль                                  kicbiueli
ХК Варесе 1977                            varese 1977
Унтерланд                                 unterlandi
Штерцинг Бронкос                          Stercing bronkosi
Клагенфурт 2                              klagenfurti 2
Висконсин Виндиго                         viskonsin vindigo
Келоуна Чифс                              kelouna Cifsi
Камлупс Сторм                             kamlups stormi
Чейз Хит                                  Ceiz hiti
Ревелстоке Гризлис                        revelstoke grizlisi
Сикамаус Иглс                             sikamaus iglsi
Калгари Рэнглерс                          kalgari renglersi
Коачелла Вэлли Файрбердс                  koaCela veli fairberdsi
Лиепая                                    liepaia
ХШ Рига 2005                              hS riga 2005
СДЕ                                       sde
КРС Шэньчжэнь                             krs SenCJeni
Пюрю                                      piuriu
ГрИФК                                     grifk
Гладиаторс Трнава                         gladiators trnava
СМС ПЗХЛ Катовице                         sms pzhl katovice
Саммерленд Стим                           samerlend stimi
Принстон Пасси                            prinston pasi
Онтарио Дж. Рейн                          ontario j. reini
100 Майл Хаус Вренглерз                   100 mail haus vrenglerzi
Бейкерсфилд Рафнекс                       beikersfild rafneksi
Глазго Клэн                               glazgo kleni
Драгон Тун                                dragon tuni
Вале-Валлис                               vale-valisi
Тюринге                                   tiuringe
Форсхага                                  forshaga
Бурос                                     burosi
Чёпинг                                    Ciopingi
Линдлёвен                                 linddlioveni
Стрёмсбро                                 striomcbro
Ханвикенс                                 hanvikensi
Кируна ИФ                                 kiruna if
Боденс                                    bodensi
Ювяскюля Акатемия                         iuviaskiulia akatemia
Ваннас                                    vanasi
Бурленге                                  burlenge
Эрншёльдсвик                              ernSioldsviki
Арланда                                   arlanda
Тегс                                      tegsi
Валлентуна                                valentuna
Хальмстад                                 halmstadi
Дален                                     daleni
Калмар                                    kalmari
Мариестад                                 mariestadi
Висби Рома                                visbi roma
С-Киеко                                   s-kieko
Гуменне                                   gumene
Поважска Быстрица                         povaJska bistrica
Левице                                    levice
СТС Санок                                 sts sanoki
Уилкс-Берри/Скрэнтон Пингвинз             uilks-beri/skrenton pingvinzi
Ниагара Айсдогс                           niagara aisdogsi
Бельвилль Сенаторз                        belvil senatorzi
Бриджпорт Айлендерс                       brijport ailendersi
Бирмингем Буллз                           birmingem bulzi
Фейетвилл Марксмен                        feietvil marksmeni
Роанок Роил Ярд Догз                      roanok roil iard dogzi
Эвансвилл Тандерболтс                     evansvil Tanderboltsi
Айова Хартлендерс                         aiova hartlendersi
Саванна Гоуст Пайретс                     savana goust pairetsi
Брисбен Лайтнинг                          brisben laiTningi
Сентрал Коаст Ринос                       senTral qoasT rinosi
Бауска Вранов-над-Топлёу                  bauska vranov nad topliou
Сухдол над Лужницы                        suxdol nad luJnici
Градец Кралове 1988                       gradec kralove 1988
Снэк Добржаны                             snek dobrJani
Arena Play                                arena flei
MISTO                                     misto
СК Летоград                               sk letogradi
ХБК Злив                                  hbk zlivi
Аделаида Адренелин                        adelaida adrenelini
Окленд Мако                               oklend mako
Стальные Топоры                           stalnie topori
Стальные топоры                           stalnie topori
Бронзовые Рыцари                          bronzovie ricari
Спид Ламс Нитра                           spid lams nitra
ЭТС Нитра                                 ets nitra
Спарта Скалица                            sparta skalica
Снежные Барсы Астана                      sneJnie barsi astana
Кристалл Саратов                          kristal saratovi
Прогресс Глазов                           progres glazovi
ХК Прешов                                 preSovi
ХШ Рига 2006                              hS riga 2006
ХШ Курбадс                                hS kurbadsi
Хорс Подольск                             hors podolski
Рафани Прага Б                            rafani praRa b
Марибор                                   maribori
Целе                                      cele
Фриск Аскер                               frisk askeri
МХК Гранит-Чехов                          mxk granit-Cexovi
Динамо-Олимпик                            dinamo-olimpiki
ХК Факел Салехард                         fakel salexardi
ХБК Плзень                                hbk plzeni
Бероунске Лвице                           berounske lvice
ХК Норильск                               norilski
МХК Ермак Ангарск                         mxk ermak angarski
Академия СКА-Юниор                        akademia ska-iuniori
ХК Пантер                                 panteri
Римавска Собота                           rimavska sobota
Юность-Грация                             iunost-gracia
Комо                                      komo
Пенн Стейт Ниттани Лайонс                 pen sTeiT nitani laionsi
Портленд Уинтер Хокс                      portlend uinter hoqsi
Дельта Айс Хокс                           delta ais hoqsi
Золотые Джейраны                          zolotie jeirani
Могучие Камелоты                          moguCie kameloti
Порт Кокуитлам Трэйлблейзерс              port kokuitlam Treilbleizersi
Восточные Сайгаки                         vostoCnie saigaki
Ледовые Барсы                             ledovie barsi
Аляска Анкоридж Сивулвз                   aliaska ankorij sivulvzi
Аляска Нанукс                             aliaska nanuksi
Аризона Стейт Сан Дэвилс                  arizona sTeiT san devilsi
Дартмут Биг Грин                          dartmut big grini
Порт Муди Пэнтерс                         port mudi penTersi
Уэнатчи Уайлд                             uenatCi uaildi
Свирепые Волки                            svirepie volki
Марсель                                   marseli
Эсбьерг Энерги                            esbierg energi
Фредериксхавн Уайт Хокс                   frederikshavn uaiT hoqsi
Беллинцона Рокетс                         belincona roketsi
Вале-Шабле Мартиньи                       vale-Sable martini
Красноярский край                         krasnoiarskis mxare
Челябинская обл.                          Celiabinskis olqi
Киеко-Поят                                kieko-poiati
Муйк                                      muiki
Титаанит                                  titaaniti
Ческе-Будеёвице                           Ceske-budeiovice
Мичиган Вулверинс                         miCigan vulverinsi
Мичиган Стейт Спартанс                    miCigan sTeiT spartansi
Пенсакола Айс Флайерз                     pensakola ais flaierzi
Мейкон Мейхем                             meikon meihemi
Батон Руж Зайдеко                         batom ruJ zaideko
Миссисипи Си Вулвз                        misisipi si vulvzi
Брантфорд Бульдогс                        brantford buldogsi
Коллинвуд Блюз                            kolinvud bliuzi
Трентон Голден Хокс                       trenton golden hoqsi
Саммерсайд Вестерн Кэпиталс               samersaid vestern qefitalsi
Мирамиши Тимбервулвз                      miramiSi Timbervulvzi
Труа-Ривьер Лайонс                        trua-rivier laionsi
Сборная СХЛ                               sxl-s nakrebi
Уинклер Флайерс                           uinkler flaiersi
Калгари Кэнакс                            kalgari kenaqsi
Дабек Файтинг Сэйнт                       dabek faiting seinTi
Фарго Форс                                fargo forsi
Шервуд Парк Крусейдерс                    Servud park kruseidersi
Хостивар                                  hostivari
Рыцари Лида                               ricari lida
Рыси Гомель                               risi gomeli
Славутич Смоленск                         slavutiC smolenski
Юнисон Москва                             unison moskovi
Подебрады                                 podebradi
Гвардия Краснодар                         gvardia krasnodari
АКМ-Юниор Тула                            akm-iunior tula
МХК Динамо-Шинник Бобруйск                mhk dinamo-Sinik bobruiski
Крефельд Пингвине                         krefeld pingvine
ХК Магнитка Магнитогорск                  magnitka magnitogorski
Ташкент Селект                            taSkent selekti
Воевода Подольск                          voevoda podolski
МХК Локо Орша                             mxk loko orSa
Хорс Карелия                              hors karelia
Нюрнберг Айс Тайгерз                      niurnberg ais Taigerzi
Изерлон Рустерз                           izerlon rusterzi
Франкфурт Лёвен                           frankfurt lioveni
Вольфсбург Гриззлиз                       volfsburg grizlizi
Швеннингер Уайлд Уингз                    Sveninger uaild uingzi
Мангейм Адлер                             mangeim adleri
Аугсбург Пантер                           augsburg panteri
Берлин Айсберен                           berlin aisbereni
Сакред Харт Пайонирз                      sakred harT faionirzi
Ренсселаер Энджиниерз                     renselaer endjinierzi
Штутгарт                                  Stutgarti
Линдау Айлендерс                          lindau ailendersi
Рёдовре Майти Буллз                       riodovre maiti bulzi
Сённерюйск Войенс                         sioneriuisk voiensi
Олимпия Любляна                           olimpia liubliana
Вена Кэпитал                              vena qefiTali
Регенсбург Айсберен                       regensburg aisbereni
Вайден Блю Девилз                         vaiden bliu devilzi
Равенсбург Тауэрстарз                     ravensburg tauersTarzi
Розенхайм Старбуллз                       rozenxaim sTarbulzi
Зельб Вёльфе                              zelb violfe
Лаузиц Фюксе                              lauzic fiukse
Фрайбург Вёльфе                           fraiburg violfe
Криммичау Айспиратен                      krimiCau aispirateni
Дрезден Айслёвен                          drezden aislioveni
Кассель Хаскис                            kasel haskisi
Тайфун СПб                                taifun spb
Дизелист Пенза                            dizelist penza
Росвик                                    rosviki
Кируна Сити                               kiruna siTi
ХК Факел Ямал                             fakel iamali
Викингс Ческе-Будеёвице                   vikings Ceske-budeiovice
ХБК Прахатице-3                           hbk praxatice-3
ХБК Кладно 2                              hbk kladno 2
Нотор Кладно                              notor kladno
Уорриорз Гавиржов                         uoriorz gavirJovi
ХБК Всетин                                hbk vsetini
Киев Кэпиталз                             kiev qefiTalzi
Тахо Найт Монстерз                        taho naiT monsterzi
Крыжинка                                  kriJinka
ХК Калуга                                 kaluga
Койоты                                    koioti
Золотые рыцари                            zolotie ricari
Бостон Флит                               boston fliti
Миннесота Фрост                           minesota frosti
Торонто Сэптрес                           toronto septresi
Оттава Чардж                              otava Carji
Драконы                                   drakoni
Шериф                                     Serifi
Небесные ястребы                          nebesnie iastrebi
Огненные птицы                            ognennie ptici
Тяжелые молоты                            tiaJolie moloti
Рейнджеры                                 reinjeri
Апачи Восток                              apaCi vostoki
Кровавые джокеры                          krovavie jokeri
Ледоколы                                  ledokoli
Первые лётчики                            pervie liotCiki
Нью-Йорк Сайренс                          niu-iork sairensi
Монреаль Виктуа                           monreal viktua
Викинги                                   vikingi
Гладиаторы                                gladiatori
Кровавые бритвы                           krovavie britvi
Громовые головы                           gromovie golovi
Волшебники                                volSebniki
Городские дьяволы                         gorodskie diavoli
Черные ангелы                             Ciornie angeli
Охотники за мечтой                        oxotniki za meCtoi
Плохая компания                           ploxaia kompania
Объединенные нации                        gaerTianebuli erebi
Галактические воины                       galaktiCeskie voini
Арктика Мурманск                          arqtika murmanski
СКА-ВМФ Санкт-Петербург                   ska-vmf sankt-peterburgi
ХК Буран Москва                           buran moskovi
ХК Самара                                 samara
Олимпия Кирово-Чепецк                     olimpia kirovo-Cepecki
АКМ Тула                                  akm tula
Академия СКА СПб                          akademia ska spb
Шанхай Дрэгонс                            Sanxai dregonsi
Металлург Жлобин                          metalurg Jlobini
Химик Новополоцк                          ximik novopolocki
Шахтёр Солигорск                          Saxtior soligorski
Академия СКА                              akademia ska
Авиатор Смоленск                          aviator smolenski
Звезда Самара                             zvezda samara
Горняк Челябинск                          gorniak Celiabinski
Ракета Магнитогорск                       raketa magnitogorski
динамо омск                               dynamo omski
медведи москва                            medvedi moskva
реактор хабаровск                         reaqtor xabarovski
ребел прага                               rebel praRa
хбк медведи                               xbk medvedi
