Russian Captions                          Georgian Captions
Депортиво Шела                            deportivo Sela
Сучитепекес                               suCitepekesi
Атлетико Варнес                           atletiko varnesi
Гарсиа Агреда                             garsia agreda
Вильстерманн Кооператива                  vilsterman kooperativa
Марискаль Сукре                           mariskal sukre
Сакачиспас Гватемала                      sakaCispas gvatemala
Эванжелика                                evanJelika
Иньюмас                                   iniumasi
Кашиас РС                                 kaSiasi rs
Амазонас                                  amazonasi
Эль Насьональ                             el nasionali
Либертад Лоха                             libertad loxa
Индепендьенте Хуниорс                     independiente xuniorsi
Техас Лонгхорнс                           texas longhornsi
Флорида Гаторс                            florida gatorsi
Уачипато                                  uaCipato
Порту                                     portu
Ди Си Юнайтед                             di si iunaitedi
Сансинена                                 sansinena
Лаутаро Буин                              lautaro buini
Гуастатоя                                 guastatoia
Кортулуа                                  kortulua
Мильонариос                               milionariosi
Фараонес Текскоко                         faraones tekskoko
Альконес Негрос                           alkones negrosi
Атлетико Вега Реал                        atletiko vega reali
Депортиво Агуа Бланка                     deportivo agua blanka
Чикимулилья                               Cikimulilia
Бирмингем Легион                          birmingem legioni
Нью-Йорк Ред Буллз II                     niu iork red bulzi II
Маркенсе                                  markense
Депортиво Сан Педро                       deportivo san pedro
Матагальпа                                matagalpa
Куяба                                     kuiaba
Готэм                                     goTemi
Эйнджел Сити                              einjel siTi
Оланчо                                    olanCo
Атлетико Чирики                           atletiko Ciriki
Депортиво Истапа                          deportivo istapa
Антигуа                                   antigua
Санта Ана                                 santa ana
Лимон Блек Стар                           limon bleq sTari
Цзыбо Цуцзюй                              czibo cucziui
Качин Юнайтед                             kaCin iunaitedi
ПСЧС Чилачап                              psCs CilaCapi
Персиджап Джепара                         persijap jepara
ПСПС Риау                                 psps riau
Семен Паданг                              semen padangi
Дельтрас                                  deltrasi
Персевар Варопен                          persevar varopeni
Персекат Кабупатен Тегал                  persekat kabupaten tegali
Гресик Юн                                 gresik iun.
Шривиджая                                 Srivijaia
Персеранг Серанг                          perserang serangi
Барито Путера                             barito putera
Мумбаи Сити                               mumbai siTi
Буос УНИСОН                               buos unison
Симарронес III                            simarones III
Аурора Гватемала                          aurora gvatemala
Корас Наярит                              koras naiariti
Чиуауа                                    Ciuaua
Таруна ПЛ                                 taruna pl
Бичсайд ПЛ                                biCsaid pl
Леджендс ГК                               lejends gk
Твид Юнайтед                              tvid iunaitedi
Хаан Хунс-Эрчим                           xaan xuns-erCimi
Мельбурн Виктори                          melburn viqtori
Спрингфилд Юнайтед                        springfild iunaitedi
Вестон Молонгло                           veston molonglo
Ниттайдай Йокогама                        nitaidai iokohama
Канберра Юнайтед Академия                 kanbera iunaited akademia
Белмонт Суонси Юнайтед                    belmont suonsi iunaitedi
Эсперанса СК                              esperansa sk
Ураясу                                    uraiasu
Янтра Габрово                             iantra gabrovo
Лудогорец Разград II                      ludogorec razgradi II
Бельцы                                    belci
Петрокуб                                  petrokubi
ЦСКА Ереван                               cska erevani
Радник Сурдулица                          radnik surdulica
Северные Марианские о-ва                  Cr. marianis kunZulebi
Сирия                                     siria
Тромсе II                                 tromse II
Пионер Ленинградская                      pioner leningradskaia
Кубань Холдинг II                         kuban holdingi II
Словен Рума                               sloven ruma
ОФК Раднички Ниш                          ofk radniCki niSi
Раднички Пирот                            radniCki piroti
Хапоэль Каукаб                            hapoel kaukabi
Хапоэль Бней Зальфа                       hapoel bnei zalfa
Бирмингем                                 birmingemi
Суонси Сити                               suonsi siTi
Хегельманн II                             hegelmani II
Бангалор Дрим Юнайтед                     bangalor drim iunaitedi
АСК                                       ask
Электрик Венг                             elektrik vengi
Монголия                                  monRoleTi
Дифаа Эль-Джадида                         difaa el-jadida
Шабаб Мохаммедия                          Sabab mohamedia
Реал Сосьедад Гондурас                    real sosiedad hondurasi
Лобос НПУФМ                               lobos npufm
Агилас де Леон                            agilas de leoni
Хуниор Манагуа                            xunior managua
Атланте Чалко                             atlante Calko
Фуэрса Масауа                             fuersa masaua
СеАке                                     seake
Депортиво Гладиадорес II                  deportivo gladiadoresi II
Арукас                                    arukasi
Тамарасейте                               tamaraseite
Асерри                                    aseri
Сан-Хосе                                  san-xose
Интер Плайя дель Кармен                   inter plaia del karmeni
Кафеталерос                               kafetalerosi
Сентенарио Пенономе                       sentenario penonome
Панама Сити                               panama siTi
Колон С-3                                 kolon s-3
Фьярдабиггд/Лейкнир/Хёттюр                fiardabigd /leiknir /hiotiuri       
Ридж Хиллс Юн                             rij hils iun.
Элфен Саитама                             elfen saitama
Железник                                  Jelezniki
Оле СС Борча                              ole ss borCa
Бригада Песисир                           brigada pesisiri
Персидаго Горонтало                       persidago gorontalo
Лакея                                     lakeia
МИПО                                      mipo
Персикаб Бандунг                          persikab bandungi
Токио 23                                  tokio 23
Нанкацу                                   nankacu
ЯСИК                                      iasik
Футбол фо Чейндж Академия                 futbol fo Ceinj akademia
Хапоэль Хайфа                             hapoel haifa
Хапоэль Хадера                            hapoel xadera
Данфермлин                                danfermlini
Данди Юн                                  dandi iun.
Куинз Парк                                quinz parki
Штурм Сартичала                           Sturm sarTiWala
Самгурали Цхалтубо II                     samgurali wyaltubo II
ВИТ-Джорджия II                           vit-jorjia II
Бетлеми Кеда                              beTlemi qeda
Пикуенсе                                  pikuense
Ихуд Бней Бака                            ihud bnei baka
Маккаби Ахва Фурейдис                     makabi axva fureidisi
Цеирей Кфар-Канна                         ceirei kfar-kana
Хапоэль Ирони Кармиэль                    hapoel ironi karmieli
Маккаби Бней Джадейди-Макр                makabi bnei jadeidi-makri
Маккаби Нуджейдат                         makabi nujeidati
Нордиа Иерусалим АС                       nordia ierusalimi
Димона                                    dimona
Маккаби Явне                              makabi iavne
Маккаби Шаараим                           makabi Saaraimi
Хапоэль Лод                               hapoel lodi
Ихуд Бней Шефарам                         ihud bnei Sefarami
Ихуд Бней Кафр Кара                       ihud bnei kafr kara
Кения Полис                               kenia polisi
Миллуолл                                  miluoli
Ковентри                                  qovenTri
Чадормалу                                 Cadormalu
Омид Вахдат Хорасан                       omid vahdat horasani
Маккаби Нетания                           makabi netania
Бейтар                                    beiTari
Маккаби Тель-Авив                         makabi tel-avivi
Хапоэль Тель-Авив                         hapoel tel-avivi
Галали                                    galali
Бури КСК                                  buri ksk
Тадамон Бури                              tadamon buri
Этехад Аль-Риф                            etehad al-rifi
Халиж Фарс Махшехр                        xaliJ fars mahSehri
Ван Парс Исфахан                          van pars isfaxani
Хапоэль Рамат-Ган                         hapoel ramat-gani
Аль-Джахра                                al-jaxra
Аль-Тадамон                               al-tadamoni
Бужа Быстшица                             buJa bistSica
Сольна                                    solna
Астрахань-М                               astraxan-m
Агроспорт Астрахань                       agrosport astraxani
Виктория М.Л.                             viqtoria m.l.
Рудар Веленье                             rudar velenie
Толмин                                    tolmini
Доб                                       dobi
Интерблок                                 interbloki
Аугсбург II                               augsburgi II
Норт Каролина                             norT karolina
Динамо Владивосток                        dinamo vladivostoki
Магальянес                                magalianesi
Парагвай                                  paragvai
Конго ДР                                  kongo dr
Бахрейн                                   bahreini
Кабо-Верде                                kabo-verde
Исландия                                  islandia
Тигрес II                                 tigres II
Кадерейта                                 kadereita
Сан Хосе Аренал                           san xose arenali
Индепендьенте Мехикенсе                   independiente mixikense
Новильос Неса                             novilios nesa
Океания                                   okeania
Сур Эль-Гозлан                            sur el gozlani
Хамра Аннаба                              xamra anaba
Шауйя                                     Sauiai
Суф                                       sufi
Хруб                                      xrubi
АС Айн-Млила                              as ain-mlila
Скикда                                    skikda
Бордж-Менайель                            borj-menaieli
Эль-Эульма                                el-eulma
НРБ Телегма                               nrb telegma
Аннаба                                    anaba
УСМ Эль-Харраш                            usm el-xaraSi
Тиарет                                    tiareti
РК Куба                                   rk kuba
ЕС Мостаганем                             mostaganemi
КТП Котка                                 ktp kotka
КПВ                                       kpv
Рязань-ВДВ                                riazani-vdv
ЭсПа                                      espa
ПЯК                                       pak
ИкЮ                                       iku
Сисе Юнайтед                              sise iunaitedi
Нимба Юнайтед                             nimba iunaitedi
Йеллеросен                                ieleroseni
Окра                                      okra
Спортинг Сан Хосе                         sporting san xose
Подрине Яня                               podrine iania
Аккра Лайонс                              akkra laionsi
А'Али                                     a'ali
Иса                                       isa
Манама                                    manama
Шабаб Аль-Дахрия                          Sabab al-dahria
Марказ Балата                             markaz balata
Слобода Ужице                             sloboda uJice
Польша                                    poloneTi
Аль-Будайя                                al-budaia
Аль-Ахли Манама                           al-ahli manama
МПС                                       mps
Киркконумми                               kirkkonumi
СаПа Хельсинки                            sapa helsinki
МСК Сенец                                 msk seneci
Чонбук II                                 Conbuk II
Йоджу                                     ioju
Колдинг                                   koldingi
Фортуна Йёрринг                           fortuna ioringi
Леганес                                   leganesi
Арендал                                   arendali
Вард Хёугесунн                            vard hiougesuni
Флеккерёй                                 flekerioi
Эрн Хортен                                ern horteni
Горняк-Спорт                              gorniak-sporti
Оболонь-Бровар                            obolon-brovari
Алемания                                  alemania
Мюнстер                                   miunsteri
Далянь Ифан                               dalian ifani
Спарта Прага II                           sparta praRa II
ИФК Хесслехольм                           ifk hesleholmi
Латина                                    latina
Паттайя Долфинс Юн                        pataia dolfins iun.
Арми Юн                                   armi iun.
Сисакет Юнайтед                           sisaket iunaitedi
Кхонкэн                                   khonkeni
Тайбэй Сюнцзань                           taibei siunczani
Хуалянь                                   xualiani
Сан-Роке Баломпье                         san-roke balompie
Полильяс Сеута                            poliliasi seuta
Аланд                                     alandi
Ч. Будеевице B                            C. budeevice b
Фёрде                                     fiorde
ОКС                                       oks
Орхус Фремад II                           orhus fremad II
Вайгор Б                                  vaigor b
Гедания Гданьск                           gedania gdanski
Варта Гожув-Велькопольски                 varta goJuv-velkopolski
Рекорд Бельско-Бяла                       rekord belsko-biala
Гварек Тарновские горы                    gvarek tarnovis gori
Олимпия Замбрув                           olimpia zambruvi
Блументалер                               blumentaleri
Хемелинген                                hemelingeni
Дассендорф                                dasendorfi
Осдорф                                    osdorfi
Вайхе II                                  vaixe II
Интер Тюркспор Киль                       inter tiurkspor kili
Лулео ИФК                                 luleo ifk
ИФК Эстерсунд                             ifk estersundi
Тюрк Гюджю Мюнхен                         tiurk giujiu miunxeni
Оффенбах                                  ofenbaxi
Гессен                                    heseni
Россия                                    ruseTi
Широки Бриег                              Siroki briegi
Славия София                              slavia sofia
Шилуте                                    Silute
Брукк-ан-дер-Мур                          bruk an der muri
Виртус Франкавилла                        virtus frankavila
Монтерози                                 monterozi
Форест Грин                               forest grini
Дрен Врхника                              dren vrxnika
Рейпас                                    reipasi
Тромсдален                                tromsdaleni
Брумунндаль                               brumundali
Чарни Поланец                             Carni polaneci
Сокул Оструда                             sokul ostruda
Гисен                                     giseni
Шот Майнц                                 Sot mainci
Кирхберг 1909                             kirxberg 1909
Ватан Спорт Бремен                        vatan sport bremeni
Леер                                      leeri
Любек II                                  liubek II
Хузумер                                   huzumeri
Айхеде                                    aihede
Бенфика Макао                             benfika makao
Османиеспор                               osmaniespori
Тепеджикспор                              tepejikspori
Эрбааспор                                 erbaaspori
Аргуван Беледиеспор                       arguvan belediespori
Эйнесил Беледиеспор                       einesil belediespori
Кушадасыспор                              kuSadasispori
Йомраспор                                 iomraspori
Дериндже Беледиеспор                      derinje belediespori
Сюрианска                                 siurianska
Худдинге                                  hudinge
Энскеде                                   enskede
Греббестад                                grebestadi
Анеред БК                                 anered bk
Ахлафорс                                  axlaforsi
Шильебо                                   Siliebo
Сандвикен АИК                             sandviken aik
Бергнесетс АИК                            bergnesets aik
Рейпас                                    reipasi
Унион Кляйнмюнхен/Линц                    union kliainmiunxen /linci
Лоотос Пылва                              lotos pilva
Ворматия Вормз                            vormatia vormzi
Бухбах                                    buxbaxi
Бавария II                                bavaria II
Генгам                                    gengami
Дижон                                     diJoni
Суайо                                     suaio
Родез                                     rodezi
Стол                                      stoli
Квик Халден                               kvik haldeni
Феральписало                              feralpisalo
Тренто                                    trento
Триестина                                 triestina
Санджулиано Сити Нова                     sanjuliano siTi nova
Про Патрия                                pro patria
Порденоне                                 pordenone
Пьяченца                                  piaCenca
Альбинолеффе                              albinolefe
Перголеттезе                              pergoleteze
Арциньянокьямпо                           arcinianokiampo
Лекко                                     leko
Мантова                                   mantova
Фиделис Андриа                            fidelis andria
АЗ Пичерно                                az piCerno
Волендам II                               volendam II
Понтедера                                 pontedera
Макара                                    makara
Димас Эскасу                              dimas eskasu
Алахуэленсе ФФ                            alaxuelense ff
Нортерн Колорадо                          norTern kolorado
Форвард Мэдисон                           forvard medisoni
Саут Джорджия Тормента                    sauT jorjia tormenta
Окленд Рутс                               oklend rutsi
Мар Фондо                                 mar fondo
Дурасно                                   durasno
Эскорпионес Белен                         eskorpiones beleni
Ла Фама                                   la fama
Атлетико Санта-Фе                         atletiko santa-fe
Тампико Мадеро                            tampiko madero
Агуакатерос                               aguakaterosi
Ла Пьедад                                 la piedadi
Атлетико Сальтильо                        atletiko saltilio
Хьюстон Дэш                               hiuston deSi
ОЛ Рейн                                   ol reini
КАИ Ла-Чоррера                            kai la-Corera
Универсидад Латина                        universidad latina
Спортинг Сан Мигелито                     sporting san migelito
Пласа Амадор                              plasa amadori
Исидро Метапан                            isidro metapani
Чалатенанго                               Calatenango
Эррера                                    erera
Перес Селедон                             peres seledoni
Эредиано                                  erediano
Капитрон                                  kapitroni
Калифорния Юнайтед                        kalifornia iunaitedi
Кармелита                                 karmelita
Либериа                                   liberia
Нуэва Консепсьон                          nueva konsepsioni
Лос Кабос Юнайтед                         los kabos iunaitedi
Текос                                     tekosi
Хьюстон Динамо II                         hiuston dinamo II
Бенгалуру Юн                              bengaluru iun.
Агри 1970                                 agri 1970
ПСИМ Джокьякарта                          psim jokiakarta
Персела Ламонган                          persela lamongani
Сеул Амазонс                              seul amazonsi
ЖФК Речица                                Jfk reCica
Тув Буганууд                              tuv buganuudi
Персипура                                 persipura
Хвасон                                    xvasoni
Метро Галлери                             metro galeri
Хой Кинг                                  xoi kingi
Истерн Дистрикт                           istern distriqti
Персес Сумеданг                           perses sumedangi
Персикас Субанг                           persikas subangi
Улан-Батор                                ulan-batori
Маккаби Герцлия                           makabi gerclia
ЛЯСС                                      liass
ЮОСК                                      iuosk
СФИ                                       sfi
Кампала Куинз                             kampala quinzi
Уганда Мартирс                            uganda martirsi
Ресорсез Кэпитал                          resorsez kepitali
Гонконг Рейнджерс                         honkong reinjersi
Макартур                                  makarturi
Маккаби Амидар Рамат-Ган                  makabi amidar ramat-gani
Сун Хей                                   sun xei
Тунг Синг                                 tung singi
Сай Кун                                   sai kuni
КФА                                       kfa
Тайчжун Блю Уэйл                          taiCJun bliu ueili
Саголбанд Юнайтед                         sagolband iunaitedi
РАУ                                       rau
Борец                                     boreci
ЖФК Скопье                                Jfk skopie
Кочани                                    koCani
Такин                                     takini
Бариа-Вунгтау                             baria vungtau
СК Бенгалуру                              sk bengaluru
Рутс Бангалор                             ruts bangalori
Хапоэль Сандала Гильбоа                   hapoel sandala gilboa
Хапоэль Бней Арара Ара                    hapoel bnei arara ara
Карадаг Локбатан                          karadag lokbatani
Капаз II                                  kapaz II
Мингечевир                                mingeCeviri
Сумгайыт II                               sumgaiit II
МОИК Баку                                 moik baku
Зира II                                   zira II
Маккаби Ахва Шааб                         makabi axva Saabi
Ахва Кфар-Манда                           axva kfar-manda
Поттерс Бар Таун                          poters bar Tauni
Канвей Айленд                             kanvei ailendi
Энфилд Таун                               enfild Tauni
Богнор Риджис Таун                        bognor rijis Tauni
Коринтиан Кежуалс                         korintian qeJualsi
Маргейт                                   margeiti
Херн Бэй                                  hern bei
Льюис                                     liuisi
Чейзтаун                                  CeizTauni
Стэмфорд                                  stemfordi
Болдмир Ст. Майклс                        boldmir st. maiklsi
Хейлзоуин Таун                            xeilzouin Tauni
Сан Мартин С-Х XI                         san martin s-X XI
Фразербург                                frazerburgi
Бэнкс Ди                                  benks di
Карлтон Таун                              karlton Tauni
Грентхем                                  grenthemi
Шеффилд                                   Sefildi
Бригхауc Таун                             brighaus Tauni
Оссетт Юнайтед                            osset iunaitedi
Бутл                                      butli
Клайтеро                                  klaitero
Рашолл Олимпик                            raSol olimpiki
Илкестон                                  ilkestoni
Ройстон Таун                              reiston Tauni
Кингз Лэнгли                              qingz lengli
Коулвилл Таун                             qoulvil Tauni
Реддич Юнайтед                            rediC iunaitedi
Бромсгроув Спортинг                       bromsgrouv sportingi
Тамворт                                   tamvorti
Хэнсфорд Таун                             hensford tauni
Рашден                                    raSdeni
Нанитон                                   nanitoni
Ейт Таун                                  eiT Tauni
Плимут Парквей                            plimuT parkvei
Винчестер Сити                            vinCester siTi
Хартли Уинтни                             harTli uintni
Пул Таун                                  pul Tauni
Бракнел Таун                              braknel Tauni
Норт Ли                                   norT li
Мертир Таун                               mertir Tauni
Метрополитан Полис                        metropolitan polisi
Госпорт Боро                              gosport boro
Хэрроу Боро                               herou boro
Чешем Юн                                  CeSem iun.
Ханвел Таун                               hanvel Tauni
Хейс энд Йединг                           heis end iedingi
Дорчестер                                 dorCesteri
Полтон                                    poltoni
Слимбридж                                 slimbriji
Ившем Юн                                  ivSem iun.
Донкастер Р                               donkasteri r
Барнсли                                   barnsli
Маккаби Беер-Шева                         makabi beer-Seva
Хапоэль Ашкелон                           hapoel aSkeloni
Хапоэль Гани Тиква                        hapoel gani tikva
Хапоэль Кфар Касм Шуа                     hapoel kfar kasm Sua
Цеирей Тира                               ceirei tira
Бейтар Рамат-Ган                          beiTar ramat-gani
Зальцбург                                 zalcburgi
Лейпциг                                   laifcigi
Челси                                     Celsi
Конкорд Рейнджерс                         konkord reinjersi
Йорк Сити                                 iork siTi
Даг энд Ред                               dag end redi
Милтон К.Д.                               miltoni k.d.
Коггесхолл Таун                           kogeshol Tauni
Бери Таун                                 beri Tauni
Чертси Таун                               Certsi Tauni
Феликстоу-Уолтон                          felikstou uoltoni
Молдон энд Типтри                         moldon end tiptri
Хэштег Юнайтед                            heSteg iunaitedi
Уэр                                       ueri
Бартон Роверс                             barton roversi
Келти Хартс                               kelti hartsi
Куин оф Саут                              quin of sauTi
Элгин Сити                                elgin siti
Альбион Роверс                            albion roversi
Бонниригг Роуз                            bonirig rouzi
Аннан Атлетик                             anan atletiki
Рэдклифф Боро                             redklif boro
Моссли                                    mosli
Эштон Юн                                  eSton iun.
Карзон Эштон                              karzon eStoni
Хиберниан                                 hiberniani
Уоррингтон Таун                           uorington Tauni
Гейнсборо                                 geinsboro
Марск Юнайтед                             marsk iunaitedi
Нантвич                                   nantviCi
Марин                                     marini
Мэтлок Таун                               meTloq Tauni
Ливерседж                                 liverseji
Ланкастер                                 lankasteri
Уоррингтон Райлендс                       uorington railendsi
Юнайтед оф Манчестер                      iunaited of manCester
Морпет Таун                               morpet Tauni
Атертон Кольерис                          aterton kolierisi
Белпер Таун                               belper Tauni
Мартин Ледесма                            martin ledesma
Эквадор                                   ekvadori
Панама                                    panama
Хапоэль Иерусалим                         hapoel ierusalemi
Аль-Фехахил                               al-fexaxili
Фулад Хузестан                            fulad xuzestani
Аль-Хидд                                  al-xidi
Аль-Хала                                  al-xala
Химки-М II                                ximki-m II
Бетис                                     betisi
Пумас УНАМ                                unam pumasi
Гент                                      genti
Сент-Жиллуаз                              sent-Jiluazi
АЕК Ларнака                               aek larnaka
Брентфорд                                 brentfordi
Брайтон                                   braitoni
Хоффенхайм                                hofenhaimi
Страсбур                                  strasburi
Хурибга                                   huribga
Джолиба                                   joliba
Кристобаль Колон                          kristobal koloni
Абергавенни Таун                          abergaveni Tauni
Кармартен                                 karmarteni
Тевраг Зейна                              tevrag zeina
АСК СНИМ                                  ask snim
Уайсайд Селтик                            uaisaid seltiki
Ст. Патрикс КЯ                            st. patriqs ki
Хоум Фарм                                 houm farmi
Кильмор Селтик                            kilmor seltiki
Уиллоу Парк                               uilou parki
Арклоу Таун                               arklou Tauni
Ст. Моктас                                st. moktasi
Малахайд                                  malaxaidi
Венеция                                   venecia
Фрозиноне                                 frozinone
Мэгпайс                                   megpaisi
Манчестер 62                              manCester 62
Райо Вальекано                            raio valekano
Арброт                                    arbroti
Сан-Джованни                              san-jovani
Фиорентино                                fiorentino
Транмир Ров.                              tranmir rov.
Дордрехт                                  dordrexti
Телстар                                   telstari
Маастрихт                                 maastrixti
Осс                                       ossi
Алмере                                    almere
Стандард II                               standard II
Абериствит                                aberistviti
Хеверфордвест                             heverfordvesti
Понтипридд Таун                           pontiprid Tauni
Ньютаун                                   niuTauni
Кернарфон                                 kernarfoni
Флинт Таун                                flint Tauni
Кечкемет                                  keCkemeti
Кишварда                                  kiSvarda
Ларн                                      larni
Клифтонвилл                               kliftonvili
Домжале                                   domJale
Браво Публикум                            bravo publikumi
Амора                                     amora
Сахалин                                   saxalini
Самут Пракан Сити                         samut prakan siTi
Накхон Си Юнайтед                         nakxon si iunaitedi
Нонгбуа Питчая                            nongbua pitCaia
Ансти Номадс                              ansti nomadsi
Орхус Фремад                              orhus fremadi
Зеско Юнайтед                             zesko iunaitedi
Роял АМ                                   roial am
Искра Даниловград                         iskra danilovgradi
Арсенал Тиват                             arsenal tivati
Езеро Плав                                ezero plavi
Фурсан Хиспания                           fursan hispania
Аль-Таавон                                al-taavoni
Байнуна                                   bainuna
Аль Раммс                                 al ramsi
Аль-Хамрия                                al-xamria
Аль-Бурдж Бейрут                          al-burj beiruTi
Чонбури                                   Conburi
Бангкок Юн                                bangkok iun.
Нонгбуа Питчая                            nongbua pitCaia
Уллерн                                    ulerni
Стреммен                                  stremeni
Тузла Сити                                tuzla siTi
Игман Кониц                               igman konici
Эпицентр                                  epicentri
Буковина                                  bukovina
Липпштадт 08                              lipStadt 08
Рёдингхаузен                              riodinghauzeni
Фортуна Д II                              fortuna d II
Фортуна Кёльн                             fortuna kiolni
Кёльн II                                  kiolni II
Бохольт                                   boxolti
Лия Атлетик                               lia atletiki
Витториоса Старс                          vitoriosa starsi
Наксар Лайонс                             naksar laionsi
Зейтун Коринтианс                         ziuTun korintiansi
Биркиркара                                birkirkara
Теута                                     teuta
Динамо-Авто                               dinamo-avto
Дабба Аль-Фуджайра                        daba al-fujeira
Новруз Сулеймания                         novruz suleimania
Блит Спартанс                             blit spartansi
Рексхэм                                   reksxemi
КяПа                                      kiapa
Читтаделла                                Citadela
Монца                                     monca
Виченца                                   viCenca
Алессандрия                               alesandria
Комо                                      komo
Брешиа                                    breSia
Динамо Вологда                            dinamo vologda
Салют                                     saliuti
Машук-КМВ                                 maSuk-kmv
Сандвикен ИЛ                              sandviken il
Фрёйа                                     frioia
Кепез Беледьеспор                         kepez belediespori
Беледиеспор Бергама                       belediespor bergama
Кырыккалеспор                             kirikkalespori
Байрампаша                                bairamfaSa
Эргене Велимеше                           ergene velimeSe
Тургутлуспор                              turgutluspori
Элязыг Каракочан                          eliazig karakoCani
Эдирнеспор                                edirnespori
Кютахьяспор                               kiutaxiaspori
Йилдизспор                                iildizspori
Ени Амасьяспор                            eni amasiaspori
Чаталджаспор                              Cataljaspori
Диярбекырспор                             diiarbekirspori
Ушакспор                                  uSakspori
Буджаспор                                 bujaspori
Эрокспор                                  erokspori
Чорумспор                                 Corumspori
Шанлыурфаспор                             Sanliufaspori
Тернана                                   ternana
Витербезе                                 viterbeze
Имолезе                                   imoleze
Пиза                                      piza
Фридлант                                  fridlanti
Годонин                                   godonini
Кромержиж                                 kromerJiJi
Ассириска Гетеборг                        asiriska gioteborgi
Вольфсбергер АК II                        volfsbergeri ak II
ЛАСК II ОЭ                                lask II oe
Реджина                                   rejina
