Russian Captions                          Georgian Captions
Подгорица 2                               podgorica 2
КНСС                                      knss
Интерклубе                                interklube
Нобог Эрак                                nobog eraki
Калех Мазандаран                          kalex mazandarani
Авийе Парса Мешхед                        aviie parsa meSxedi
Шардари Горган                            Sardari gorgani
Махрам Тегеран                            maxrem Teirani
Мес Рефсенджан                            mes refsenjani
НЦУ                                       ncu
Минсинь СТ Унив.                          minsin st univ.
Сёнан Юнайтед                             sionan iunaitedi
Мин Чуань Унив.                           min Cuan univ.
Тайнань Тех. Унив.                        tainan tex. univ.
Шэньси Тяньцзэ                            Sensi tiancze
Ненгрен Коммерс ХС                        nengren komers hs
НТ Саньчун КИВ ХС                         nt sanCun kiv hs
ХАМК Хабаровск                            xamk xabarovski
ДВГАФК Хабаровск 2                        dvgafk xabarovski 2
Суншань ХС                                sunSan hs
Чэнгун ХС                                 Cengun hs
Наньху ХС                                 nanxu hs
Фуцзян Фэн Жизи                           fuczian fen Jizi
Чанша                                     CanSa
Илань                                     ilani
Чихпин ХС                                 Cixpin hs
Ханнан                                    hanani
Тайпауэр                                  taifaueri
Тайюань                                   taiiuani
Фукуока Дайити                            fukuoka daiiti
Чун Хва                                   Cun xva
Пинанг Селекшн                            pinang seleqSni
Джохор Ст.                                joxor st.
Негери-Сембилан Ст. 2                     negeri-sembilan st. 2
Самсунг Лайф 2                            samsung laif 2
Пусан БНК Сам 2                           pusan bnk sam 2
Шинхан С-Бёрдз 2                          Sinxan s-biordz 2
Вури Уиби 2                               vuri uibi 2
Сентрал Арканзас                          sentral arkanzasi
Пинк Стар                                 finq sTari
Блю Стар                                  bliu sTari
Цзянсу Яньнань Сукэ                       cziansu iannan suke
Ст. Джонс Унив.                           st. jons univ.
Кардинал Тень Джун. Колл.                 kardinal ten jun. kol.
Чихли Унив. Тех.                          Cixli univ. tex.
Эвос Тандер Богор                         evos Tander bogori
Славия Сараево                            slavia saraevo
Одзано-дель-Эмилия                        odzano-del-emilia
Виртус Лумедзане                          virtus lumedzane
Монфальконе                               monfalkone
Ордзинуови                                odzinuovi
Виртус Рагуза                             virtus raguza
Ланге-Роеро                               lange-roero
Пьелле Ливорно                            piele livorno
Сан-Джорджо-су-Леньяно                    san-jorjo-su-leniano
Виджевано                                 vijevano
Гольфо Пьомбино                           golfo piombino
Галларате                                 galarate
Бэрум                                     berumi
Дертона Тортона                           dertona tortona
Заглембе Сосновец                         zaglembe sosnoveci
УМКС Люблин                               umks liublini
Здравле Лесковац                          zdravle leskovaci
Атомерёмю Сексард                         atomeriomiu seksardi
Нардо                                     nardo
Динамо Загреб                             dinamo zagrebi
Дубрава Загреб                            dubrava zagrebi
Бриксия Брешиа                            briksia breSia
Сесто-Сан-Джованни                        sesto-san-jovani
Ювентус Утена                             iuventus utena
Тормес                                    tormesi
Энрике Солер                              enrike soleri
Леппяваара Пюринто                        lepiavaara piurinto
Жиназиу Ольяненсе                         Jinaziu olianense
Каштела                                   kaStela
Орлови Баня-Лука                          orlovi bania-luka
Бановичи                                  banoviCi
Брони                                     broni
Футуроза Триест                           futuroza triesti
Аматори Савона                            amatori savona
УСЕ Эмполи                                use empoli
Стелла Адзурра Рома                       stela aZura roma
Ортодокс Амман                            ortodoqs amani
Аль-Рияди Амман                           al-riiadi amani
Полаби                                    polabi
Мюнстер                                   miunsteri
Леньяно Найтс                             leniano naiTsi
Монмут                                    monmuti
Вильгельм и Мария                         vilgelm end maria
Булонь-Леваллуа                           bulon-levalua
Альхинет                                  alxineti
Гаргждай                                  gargjai
ХАКК Младость                             xakk mladosti
Омиш                                      omiSi
Альма Патти                               alma pati
Пересвет-ЮФУ                              peresvet-ufu
МБА Москва                                mba moskovi
Сима-ленд                                 sima-lendi
ЦОП-ЛЕД СПб                               cop-led spb
Позитив                                   pozitivi
Динамо Владивосток                        dinamo vladivostoki
УрГЭУ Екатеринбург                        urgeu ekaterinburgi
Тангеранг Хоукс                           tangerang houqsi
РГУП Хабаровск                            rgup xabarovski
НГТУ Нижний Новгород                      ngtu niJni novgorodi
ВятГУ Киров                               viatgu kirovi
Тайбэй Фёрст ХС                           taibei fiorst hs
Виктория Нэйви                            viqtoria neivi
Сайтама Бронкос                           saitama bronqosi
Алетия Унив.                              aletia univ.
Нэйшинал Тайбэй УТ                        neiSinal taibei ut
Провиденс Унив.                           providens univ.
ЧТБК Бизнес Скул                          Ctbk biznes squli
УТСА                                      utsa
Сев. Каролина Сентрал                     Cr. karolina sentrali
Пико                                      piko
ЛБ-НА Тукуман                             lb-na tukumani
Расинг Гвалегвайчу                        rasing gvalegvaiCu
Сентро Банкарио Гвалегвай                 sentro bankario gvalegvai
Сан-Мартин Тукуман                        san-martin tukumani
Сентраль Олимпико Серес                   sentral olimpiko seresi
Юанпей МТ Унив.                           iuanpei mt univ.
Линденвуд Миссури                         lindenvud misuri
Фейетвилл Ст.                             feietvil st.
Линкольн Пенсильвания                     linkoln pensilvania
Спортсмен Росарио                         sportsmen rosario
Паракао                                   parakao
Эль Талар БА                              el talar ba
Эстудиантиль Портено                      estudiantil porteno
Мидланд                                   midlandi
Кларидад                                  klaridadi
Олл Бойс Буэнос-Айрес                     ol bois buenos-airesi
Атлетико Пилар                            atletiko pilari
Пергамино Баскет                          pergamino basketi
Колон Санта-Фе                            kolon santa-fe
Эстудиантес Ла-Плата                      estudiantes la-plata
Расинг Олаваррия                          rasing olavaria
Кал Ст. Сан-Маркос                        kal st. san-markosi
МакНиз Ст.                                makniz st.
Платенсе БА                               platense ba
Наутико Акоах                             nautiko akoaxi
Аргентино Хунин                           argentino xunini
Индепендьенте Олива                       independiente oliva
Бруски                                    bruski
Институсион Сармьенто                     institusion sarmiento
БГПУ Благовещенск                         bgpu blagovSCehski
ДВФУ Владивосток                          dvfu vladivostoki
СурГУ Сургут                              surgu surguti
Ашленд                                    aSlendi
Тревекка Назарин                          treveka nazarini
Ли Унив.                                  li univ.
Зап. Джорджия                             das. jorjia
Нортвест Миссури Ст.                      norTvesT misuri st.
Юж. Арканзас                              samx. arkanzasi
Атенас Кордова                            atenas kordova
Баррио Парке                              bario parke
Химнасия Педернера Сан-Луис               ximnasia pedernera san-luisi
Анджело Ст.                               anjelo st.
Колорадо Меса                             kolorado mesa
НСХ Тимика                                nsh timika
Фантасмас Сан-Висенте                     fantasmas san-visente
ОмГТУ Омск                                omgtu omski
АГМУ Барнаул                              agmu barnauli
Кисборо Кугарс                            kisboro kugarsi
Эскоба Эскасу                             eskoba eskasu
ПФК Пеликанс                              pfk pelikansi
Минск (студ)                              minski (stud)
УАНЛ Тайгрес                              uanl Taigresi
Тех. Монтеррей Леон                       tex. monterei leoni
Тех. Монтеррей                            tex. monterei
Анауак Керетаро                           anauak keretaro
СЭУ Монтеррей                             seu monterei
СЭТиС Унив. Мехикали                      setis univ. mexikali
Тех. Монтеррей Гвадалахара                tex. monterei gvadalaxara
Борхес                                    borxesi
ТП Хошимин                                tp xoSimini
Цзюанцзин Хай Скул                        cziuanczin hai squli
Илань ХС оф Коммерс                       ilan hs of komersi
Лижэнь Хай Скул                           liJen hai squli
Нань Оау ХС                               nan oau hs
Киньмэнь Агрикалчерал ХС                  kinmen agrikalCeral hs
Байямон                                   baiamoni
Гуайнабо                                  guainabo
Гигантес Каролина                         gigantes karolina
Альконес Сан-Мигель                       alkones san-migeli
Ла Унион Колон                            la union koloni
Брильянтес Маракайбо                      briliantes marakaibo
Эроес Фалькон                             eroes falkoni
Кангрехерос Монагас                       kangreheros monagasi
КДБ Консе                                 kdb konse
Ла-Фронтера Унив.                         la-frontera univ.
Сомиса Сан-Николас                        somisa san-nikolasi
Олимпия Венадо-Туэрто                     olimpia venado-tuerto
Чиллан                                    Cilani
Алеман Консепсьон                         aleman konsepsioni
Леонес Потоси                             leones potosi
Пичинча Потоси                            piCinCa potosi
Сан-Симон                                 san-simoni
Калеро Потоси                             kalero potosi
Киликура                                  kilikura
Эспаньоль Осорно                          espaniol osorno
Тингиририка                               tingiririka
Сармьенто Формоса                         sarmiento formosa
Бартоломе Митре                           bartolome mitre
КВ Титанс                                 kv titansi
Тех. Монтеррей Идальго                    tex. monterei idalgo
УМАД Тигрес Бланкос                       umad tigres blankosi
Элитцур Ашкелон                           elitcur aSkeloni
НБ Кастельо                               nb kastelio
Параньяке Пэтриотс                        paraniake petriotsi
Хапоэль Хевель Модин                      hapoel hevel modini
Маккаби Реховот                           makabi rexovoti
Элитцур Шомрон                            elitcur Somroni
Маккаби Раанана                           makabi raanana
Нагоя Файтинг Иглз                        nagoia faiTing iglzi
Нагоя Даймонд Долфинс                     nagoia daimond dolfinsi
УПАЕП Агилас                              upaep agilasi
БСП Каласаг                               bsp kalasagi
ИКК Блю Хокс                              ikk bliu hoqsi
Белларин Сторм                            belarin stormi
Бега Тимишоара                            bega timiSoara
Сурия 2                                   siria 2
УМ Люблин                                 um liublini
УЭ Вроцлав                                ue vroclavi
АГХ Краков Унив.                          agh krakov univ.
УШ Катовице                               uS katovice
ПУП Радикалс                              pup radikalsi
Сентиналес                                sentinalesi
Либертадорас Керетаро                     libertadoras keretaro
Корребаскет УАТ                           korebasket uat
Рохас Веракрус                            roxas verakrusi
Веве Ривьера                              veve riviera
Монтекатини-Терме                         montekatini terme
Виймси                                    viimsi
Чорлу                                     Corlu
Радотинский СК                            radotinski sk
Морж-Сен-Прекс                            morJ sen preksi
УГ Гданьск                                ug gdanski
Унив. Щецин                               univ. SCecini
Барселуш                                  barseluSi
КЛИП                                      klip
Нантер                                    nanteri
ТРА Драрья Б                              tra draria b
Маргвети Мега Тбилиси                     margveTi mega Tbilisi
Аль-Ватба                                 al-vatba
Аль-Карама                                al-karama
Вельс                                     velsi
Мельбурн Университи                       melburn universiti
Мельбурн Унив.                            melburn univ.
ВУТ Брно 2                                vut brno 2
Масарик Унив. Брно                        masarik univ. brno
УПХСД Алтас Д                             upxsd altas d
УП Оломоуц                                up olomouci
Унив. Пардубице                           univ. pardubice
ТИК Манила                                tik manila
ГМК Флайинг Дрэгонз П                     gmk flaiing dregonz p
НУ Бульдогс П                             nu buldogs p
СоЭ Канберра                              soe kanbera
Манкеуэ                                   mankeue
КДСК У. де Чили                           kdsk u. de Cile
Пуэнте-Альто                              puente-alto
Сарате                                    sarate
Расинг Чивилькой                          rasing Civilkoi
Мьелерас Гуанахуато                       mieleras guanaxuato
Санта-Текла Элит                          santa-tekla eliti
Брисас                                    brisasi
Луис Матте                                luis mate
Индиос СФМ                                indiosi sfm
Метрос Сантьяго                           metros santiago
Корсариос Картахена                       korsarios kartaxena
Титанес Барранкилья                       titanes barankilia
Фресерас Ирапуато                         friseras irapuato
Коста-Рика Сальвадор                      kosta-rika salvadori
Тандер Сан-Сальвадор                      Tander san-salvadori
Ферровиарио Бейра                         feroviario beira
КА Келуш 2                                ka keluSi 2
АБА Альбикастренсе                        aba albikastrense
Кальвадос Калиш                           kalvados kaliSi
Скай Тату Радом                           skai tatu radomi
АУГ Тбилиси                               aug Tbilisi
Словакия Селекшн                          slovakia seleqSni
Слован Варнсдорф                          slovan varnsdorfi
Клатови                                   klatovi
Льюисос де Грасиа Б                       liuisos de grasia b
Натасио Таррега                           natasio tarega
Нативос                                   nativosi
Игуаба                                    iguaba
СББ Вольмирштедт                          sbb volmirStedti
Раста Фехта 2                             rasta fexta 2
ЛФУ Пайрэтс П                             lfu pairets p
ССК-Р Стэгс П                             ssk-r stegs p
ИККТ КФ                                   ikkt kf
ВКК Авиэйшн                               vkk avieiSni
Тэйлор Субанг-Джая 2                      teilor subang-jaia2
Санвей Унив. 2                            sanvei univ. 2
ФАИТХ Колледж Батангас                    faitx kolej batangasi
ПК Краков Унив.                           pk krakov univ.
КУЛ Люблин Унив.                          kul liublin univ.
Йокогама Бифмен                           iokohama bifmeni
УЛ Лодзь                                  ul loZi
Конья Атаюрт                              konia ataiurti
Эгоспор Анкара                            egospor ankara
Берса                                     bersa
Дорук Спор                                doruk spori
Анталья Кепез                             antalia kepezi
Мариямполе Мантинга                       mariampole mantinga
Эсенлер Эрокспор                          esenler erokspori
ПГ Гданьск                                pg gdanski
Политехника Ополе Унив.                   politexnika opole univ.
Висока-над-Лабем                          visoka nad labemi
Аль-Садд                                  al-sadi
МК Алжир                                  mk alJiri
Канвон Унив.                              kanvon univ.
Пасай Вояджерс                            pasai voiajersi
Эдмонтон Стингерс                         edmonton stingersi
Ниагара Ривер Лайонс                      niagara river laionsi
Ванкувер Бэндитс                          vankuver benditsi
Сосьедад Эбрайка                          sosiedad ebraika
ДЛСУ Грин Арчерс П                        dlsu grin arCers p
ХРУ Хэви Бомберс П                        hru hevi bombers p
МУ Кардиналс П                            mu kardinals p
Кобе ДПРО                                 kobe dpro
ФКУ Долфинс П                             fku dolfins p
Россия-Урал                               ruseTi-urali
Россия-Валдай                             ruseTi-valdai
Есил Мави Яловаспор                       esil mavi ialovaspori
Батанг Канкалу                            batang kankalu
Россия-Балтика                            ruseTi-baltika
Россия-Центр                              ruseTi-centri
Бикол Вулканос                            bikol vulkanosi
Бионорд Про Пермь                         bionord pro permi
Курчатов                                  kurCatovi
Таоюань Шоп.Ком                           taoiuan Som.kom
Нью-Тайбэй КХТА                           niu-taibei kxta
Пиндун Мэйхэ 2                            pindun meixe 2
Таинань Бист                              tainan bisti
Тайбэй Найтс                              taibei naiTsi
Хосе Мария Колледж                        xose maria koleji
Мариямполе                                mariampole
Зетри Исикава                             zetri isikava
Санджо Битерс                             sanjo bitersi
Пиратас Масатлан                          piratas masatlani
Росарито Бич                              rosarito biCi
Раудондварис                              raudondvarisi
Асукаяма Черри                            asukaiama Ceri
Тебакас Бадирагуато                       tebakas badiraguato
ФИУ Тамароуз П                            fiu tamarouzi p
Ченду Пандас                              Cendu pandasi
Коритиба Монстерс                         koritiba monstersi
Прнявор                                   prniavori
ФУС Рабат                                 fus rabati
МТБ Маджд Танжер                          mtb majd tanJeri
Жанна д'Арк Дакар                         Jana d'ark dakari
Алюпластик Живинице                       aliuplastik Jivinice
Загреб 3БЛ                                zagreb zbl
Спорт Вижн                                sport viJni
КСБ Блэйзерс П                            ksb bleizersi p
Ла Трибу Эрмосильо                        la tribu ermosilio
Рейес Дуранго                             reies durango
Каррилльерос                              karilierosi
Эскудерос Халиско                         eskuderos xalisko
Манде                                     mande
Истерн Кейп Виндбрейкерс                  isTern qeif vindbreikersi
Норт Уэст Иглз                            norT uesT iglzi
Токио ББ                                  tokio bb
Ратчабури СВУ                             ratCaburi svu
Патхумтхани Питонз                        patxumtxani piTonzi
Пионир Про Тибэй                          pioner pro tibei
ВолГАУ Волгоград                          volgau volgogradi
Провиденсия                               providensia
Калгари Сёрдж                             kalgari siorji
Кхонкэн Кингз                             kxonken kingzi
Уси                                       usi
Унив. Консепсьон                          univ. konsepsioni
Серхио Сеппи                              serxio sepi
Лисео Курико                              liseo kuriko
Сарачо Оруро                              saraCo oruro
Леонес Санто-Доминго                      leones santo-domingo
Канерос Ла-Романа                         kaneros la-romana
Реалес Ла-Вега                            reales la-vega
Титанес Санто-Доминго                     titanes santo-domingo
Лагомар                                   lagomari
Уилкон Депот                              uilkon depoti
Кавитекс Брэйвс                           kaviteks breivsi
Пьюрфудс ТДж Титанс                       piurfudsi tj titansi
Марлинс Сан-Хосе-дель-Кабо                marlins san-xose-del-kabo
Цуруя                                     curuia
Минаками ФА                               minakami fa
Икебукуро Дропс                           ikebukuro dropsi
Мастер Вук                                master vuki
ДжБИ Спортс                               jbi sportsi
Альфас                                    alfasi
Цукуба Альборада                          cukuba alborada
ХИУ Зерокетс                              hiu zeroketsi
Мицууроко                                 micuuroko
Пхукет Вэйвз                              pxuket veivzi
Корса Тайр                                korsa tairi
Филиппинс Агилас                          filipins agilasi
Свиш                                      sviSi
Лидскуларшипс                             lidskularSipsi
Чиангмай Иглз                             Ciangmai iglzi
Пеликанос Сан-Лукас                       pelikanos san-lukasi
Сан-Беда Рэд Лайонс                       san-beda red laionsi
ТНТ ТРипл Гига                            tnt tripl giga
Уратекс                                   urateksi
Лабуан                                    labuani
Санзар Фармасьютикалс                     sanzar farmasiutikalsi
Путраджая                                 putrajaia
Фрайлес Гуасаве                           frailes guasave
Амамбай 1М                                amambai 1m
Пилар 1М                                  pilari 1m
Платенсе Сакатеколука                     platense sakatekoluka
Монте Гранде                              monte grande
Вильде Спортинг                           vilde sportingi
Темперлей                                 temperlei
Ла-Кальсада                               la-kalsada
Сиклон                                    sikloni
Ларранага                                 laranaga
Атенас Монтевидео                         atenas montevideo
Табаре                                    tabare
Арабе Вальпараисо                         arabe valparaiso
Спортива Итальяна                         sportiva italiana
Стадио Итальяно                           stadio italiano
Коло-Коло                                 kolo-kolo
Колониас 1М                               koloniasi 1m
Эспаньоль Талька                          espaniol talka
Соль де Америка Асунсьон                  sol de amerika asunsioni
Олимпия Асунсьон                          olimpia asunsioni
Брамптон Хани Бэджерс                     brampton hani bejersi
Санта-Эмилия                              santa-emilia
Яле                                       iale
Насьональ Потоси                          nasional potosi
Университарио Сукре                       universitario sukre
Террафирма                                terafirma
Линкольн Унив. НЗ                         linkoln univ. nz
Хубэй Шайк                                hubei Saiki
Циндао Гуоксин Игл                        cindao guoksin igli
Ших Синь Унив.                            Six sin univ.
Юннань Тицай                              iunan ticai
Саутерн Хоихо                             sauTern hoiho
Утрехт                                    utrexti
Т-Рекс Сальтильо                          t-reks saltilio
Пиратас Багдад Матаморос                  piratas bagdad matamorosi
Кангрехерас Сантурсе                      kangrexeras santurse
Эксплосивас Мока                          eqsplosivas moka
Ганадерас Атильо                          ganaderas atilio
Пионерос Делисиас                         pioneros delisiasi
Тоа Баллерс                               toa balersi
Иран 2                                    irani 2
Санта-Текла Ф1                            santa-tekla f1
Макати                                    makati
Сонг Теен                                 song teeni
Арес Бангкок                              ares bangkoki
Снайпер                                   snaiperi
Чанчжоу Юмай                              CanCJou iumai
Ботолан                                   botolani
Кесон-Сити                                keson-siTi
Мусас Халиско                             musas halisko
Регатас Ресистенсия                       regatas resistensia
Атлетико Альвеар                          atletiko alveari
Унив. Католика                            univ. katolika
Либертад Асунсьон                         libertad asunsioni
Колониас Голд                             kolonias goldi
АКОБ                                      akob
Агилас                                    agilasi
Илопанго Льяно Верде                      ilopango liano verde
Оссиденталес Тайгрес                      osidentales Taigresi
Брумас Хинотега                           brumas xinotega
Ривас                                     rivasi
Леонес Манагуа                            leones managua
Сентаурос Чихуахуа                        sentauros Cixuaxua
Альгодонерас ла Комарка                   algodoneras la komarka
Кешаут                                    keSauti
Шакул                                     Sakuli
Санта-Текла БКБ                           santa-tekla bkb
АЗТКС Мехико                              aztks mexiko
Лученец                                   luCeneci
Хайтек                                    haiteki
БК Вулвз                                  vulvzi
Шрирча Игл                                SrirCa igli
Камагуэй                                  kamaguei
Истерн Гонконг                            isTern honkongi
Саут Чайна                                sauT Caina
ЦСП-Химки                                 csp-ximki
МАИ-МБА Москва                            mai-mba moskovi
Мерсин Бююкшехир                          mersin biuiukSexiri
Энерджи Убумве                            enerji ubumve
Спишска-Нова-Вес                          spiSska-nova-vesi
ГТК Гливице                               gtk glivice
Нефтчи                                    neftCi
РН Баскет                                 rn basketi
Инеа Познань                              inea poznani
Чэнду Пандас                              Cendu pandasi
РТГ                                       rtg
Блэк Шаркс                                bleq Sarqsi
Блэк Хоук                                 bleq houqi
Гардош                                    gardoSi
Квадро 20                                 kvadro 20
Ангра-дус-Рейс                            angra-dus-reisi
Санга Милан                               sanga milani
Пангиней                                  panginei
Сантол                                    santoli
Атеньенсес Манати                         atenienses manati
Польитос Исабела                          politos isabela
Альконес Рохас                            alkones roxasi
Дестройер                                 destroieri
Омаха 3Болл                               omaha 3boli
Сималенд Екатеринбург                     simalend ekaterinburgi
Ханвул Конст                              hanvul konsti
Сендай Эйр Джокер                         sendai eir jokeri
Сакура Фунабаси                           sakura funabasi
Коррекаминос Виктория                     korekaminos viqtoria
Старс Сантьяго                            stars santiago
Асоэба                                    asoeba
Сирколо                                   sirkolo
Сан-Маркос Лима                           san-markos lima
Сэижо Унив.                               seiJo univ.
Реитаку Унив.                             reitaku univ.
Химки Пауэр                               ximki faueri
Златибор                                  zlatibori
Хиллкрест Грэйс                           hilkrest greisi
Шинсэй-16                                 Sinsei-16
Маринос Масатлан                          marinos masatlani
Го Вап Б                                  go vap b
Куан 10                                   kuan 10
Хирамацу                                  xiramacu
Тангсан                                   tangsani
Пинанг Леопардс                           pinang leopardsi
Хапоэль Тель-Авив                         hapoel Tel-avivi
Безансон                                  bezansoni
Анортосис Фамагуста                       anortosis famagusta
Сен-Валье                                 sen-valie
Фёр                                       fiori
Академия 2008 Илиуполис                   akademia 2008 iliupolisi
Иперохи Экзархион                         iperoxi ekzarxioni
Катандува                                 katanduva
Дионисос                                  dionisosi
Карея                                     kareia
Сан-Ласаро                                san-lasaro
НККУ Гриффинс Тайбэй                      nkku grifins taibei
Тайбэй Марс                               taibei marsi
Обирин Унив.                              obirin univ.
ТУАТ Токио                                tuat tokio
Южный Слон                                iuJni sloni
БК Московский                             moskovski
Борол 2                                   boroli 2
Нихон Кейдзай Унив.                       nixon keiZai univ.
РУС Москва                                rus moskovi
Бикак                                     bikaki
БКГ Прима                                 bkg prima
Ямагути Пэтс Файв                         iamaguti pets faivi
Бахау Пантер                              baxau panteri
Тхудык Б                                  txudik b
Куан 8 Б                                  kuan 8 b
Диносаурос                                dinosaurosi
Пенджаб                                   penjabi
Дели                                      deli
Ла Такерия                                la takeria
Блок 37                                   blok 37
Макао Дафэн Аоке                          makao dafen aoke
Шанхай Цзюши                              Sanxai cziuSi
Левгарти Хомутов 2                        levgarti xomutovi 2
Северная Корея                            CrdiloeT korea
Сямынь                                    siamini
Цянь Си                                   cian si
Санрайз Янгстерс                          sanraiz iangstersi
Крылатые Барсы Казань                     krilatie barsi kazani
Владимирские Львицы ВлГУ                  vladimirskie lvici vlgu
Райзинг Старз                             raizing sTari
Гресия                                    gresia
УДЛАП Ацтекас                             udlap actekasi
ЭФБА Лима                                 efba lima
УП Гвадалахара                            up gvadalaxara
Мотильонес Сантандер                      motiliones santanderi
Соникбум Пусан                            sonikbum pusani
Челябинская обл. (студ)                   Celiabinskis olqi (stud)
Плоешти                                   ploeSti
Пегасус Тэгу                              pegasus tegu
Эгис Пусан                                egis pusani
Скайганнерс Коян                          sqaiganers koiani
Тандерс Сеул                              Tanders seuli
Сэйкерс Чханвон                           seikers Cxanvoni
Чэнду Хэчжун                              Cendu xeCJuni
Аньхой Юнту                               anxoi iuntu
Фукуи Блоуиндс                            fukui blouindsi
Эхимэ Викингс                             exime vikingsi
Элдонетс                                  eldonetsi
Самбир                                    sambiri
СумДУ Сумы                                sumdu sumi
Солвер                                    solveri
Гунадарма Джакарта Унив.                  gunadarma jakarta univ.
Ыгдыр                                     igdiri
Чунмин ХС                                 Cunmin hs
Хайцзин ХС                                xaiczin hs
Чхунь Ю                                   Cxun iu
Чукурова Гелишим                          Cukurova geliSimi
Мяоли ХС                                  miaoli hs
Икс Форс                                  iqs forsi
Роял Тай Арми                             roial tai armi
Дачэн ХС                                  daCeni hs
Ред Бустерс Анян                          red busters aniani
Найтс Сеул                                naiTs seuli
Уси С3                                    usi s3
Блэк Шарк                                 bleq Sarqi
Тандер Белл                               Tander beli
Промы Вонджу                              promi vonju
Саут Си Дрэгон Лайонз                     sauT si dregon laionzi
Коби Сторкс                               kobi storksi
Нагасаки Велка                            nagasaki velka
Тенерифе Ла Лагуна                        tenerife la laguna
Бурса Улудаг                              bursa uludagi
Черноморец Бургас                         Cernomorec burgasi
Леон                                      leoni
Миральвалье Пласенсия                     miralvalie plasensia
Виладеканс                                viladekansi
Баракальдо                                barakaldo
Чжэцзян Пулай Файр Булл                   CJeczian pulai fair buli
НГПУ Нижний Новгород                      ngpu niJni novgorodi
УУОР Ульяновск                            uuor ulianovski
Васко да Гама Порту 2                     vasko da gama portu 2
Фидеш Гондобаскет                         fideS gondobasketi
Штайермарк                                Staiermarki
Мистельбах                                mistelbaxi
Клуб Галитос                              klub galitosi
Маниса                                    manisa
Ровно                                     rovno
Запорожье                                 zaporoJie
Язине Арбанаси                            iazine arbanasi
Орби Ткибули                              orbi tyibuli
Наньчан Тианкилин                         nanCan tiankilini
Гуанчжоу Юэпао                            guanCJou iuepao
Шэньжэнь Сенчери Сет Сэйл                 SenJen senCeri set seili
Чиджен ХС                                 Cijen hs
Ваньнэн ХС                                vannen hs
Блэкуотер Смут Рэйзер                     blequoTer smuT reizeri
Дейвес Друскининкай                       deives druskininkai
ДПВ Вильнюс                               dpv vilniusi
Киланг                                    kilangi
Ют ХС                                     iut hs
Цяншу ХС                                  cianSu hs
Цзюанцзин Вокейшнл ХС                     cziuanczin vokeiSnl hs
Чонг Гхи                                  Cong gxi
Промо Дони-Вакуф                          promo doni-vakufi
Виченца                                   viCenca'
Сан-Вендемиано                            san-vendemiano
Херонс Монтекатини                        xerons montekatini
Фьоренцуола                               fiorencuola
Виртус Салерно                            virtus salerno
НБ Бриндизи                               nb brindizi
ПАЕЕК Кирения                             paeek kirenia
Войводина Нови-Сад                        voivodina novi-sadi
