Russian Captions                          Georgian Captions
Шлапанице                                 Slapanice
КВА                                       kva
Нквази                                    nkvazi
УралГУФК Челябинск                        uralgufk Celiabinski
ТИУ Тюмень                                tiu tiumeni
ДВГАФК Хабаровск                          dvgafk xabarovski
ДВФУ Владивосток                          dvfu vladivostoki
ТОГУ Хабаровск                            togu xabarovski
ДВГУПС Хабаровск                          dvgups xabarovski
Унив. Лэборатори                          univ. leboratori
Етрополе                                  etropole
Ботев Ихтиман                             botev ixtimani
Славия Свидник                            slavia svidniki
Валь-д'Эброн Грок                         val-d'ebron groki
Барбера                                   barbera
Бижутерия Яблонец-над-Нисоу Б             biJuteria iablonec nad nisou b
Турнов Б                                  turnov b
Липецк-Индезит-2                          lipeck-indezit-2
Подольчаночка                             podolCanoCka
Башкент СУ                                baSkent su
Анкара Анадолу                            ankara anadolu
Куангнгай                                 kuangngai
Бакнинь                                   baknini
Юта Ютс                                   iuta iutsi
Нагоя                                     nagoia
Андижан                                   andiJani
Навои Олимп                               navoi olimpi
КГПУ Коканд                               kgpu kokandi
Парвоз                                    parvozi
Батна                                     batna
Уэд                                       uedi
Вореас Хоккайдо                           voreas hokaido
Гунма Банк Грин Вингс                     gunma bank grin vingsi
Хорезм                                    xorezmi
Богдод                                    bogdodi
Коканд ДПИ                                kokand dpi
ДВЮИ МВД Хабаровск                        dvui mvd xabarovski
Магадан                                   magadani
Амурстрой                                 amurstroi
КазНАУ                                    kaznau
Туран Туркестан                           turan turkestani
Волас Спор                                volas spori
Адана ДСИ                                 adana dsi
Буковинка Черновцы                        bukovinka Cernovci
БГУ Улан-Удэ                              bgu ulan-ude
ИГУ Иркутск                               igu irkutski
Памуккале Блд                             pamukale bld
Денизли Эснаф                             denizli esnafi
АлтГПУ Барнаул                            altgpu barnauli
Луч-Про Барнаул                           luC-pro barnauli
Пинар Баха Абалиоглу                      pinar baxa abalioglu
Филиз Абалиоглу                           filiz abalioglu
Кварели                                   yvareli
МЕФ Унив.                                 mef univ.
Истанбул Гедик Унив.                      istanbul gedik univ.
Гори                                      gori
Кутаиси                                   quTaisi
Роут-ин Хотелс                            rout-in hotelsi
Америка                                   amerika
Итапетининга                              itapetininga
Болу Инкылап                              bolu inkilapi
Башкент Бешикташлылар                     baSkent beSiktaSlilari
Молинс Негре                              molins negre
Барбера Б                                 barbera b
СЦМ-ЧВС-КТИ                               scm-Cvs-kti
МФФ Прага                                 mff praRa
Хайого Делфино                            xaiogo delfino
Аллой МТД ВБ                              aloi mtd vb
Спорт Элайенс                             sport elaiensi
Приморочка-2                              primoroCka-2
Велимеше Анадолу Лисеси                   velimeSe anadolu lisesi
Эргене Анадолу Лисеси                     ergene anadolu lisesi
Денизли                                   denizli
Джумхуриет                                jumxurieti
Афьон-Карахисар Бахчешехир                afion-karaxisar baxCeSexiri
Афьон-Карахисар Имам Хатип                afion-karaxisar imam xatipi
Хадим Коруалан                            xadim korualani
Зеки Оздемир                              zeki ozdemiri
Финал Академи                             final akademi
Гавайи Реинбоу Уорриорс                   havai reinbou uoriorsi
Чарльстон Голден Иглз                     Carlston golden iglzi
Зираат Банкасы-3                          ziraat bankasi-3
Эрзурум Спор Лисеси                       erzurum spor lisesi
Текирдаг Анадолу                          tekirdag anadolu
Хусейин Коркмаз                           husein korkmazi
Эрбакыр Фен Лисеси                        erbakir fen lisesi
МАТ-ФКБ Озел Гелишим ФЕН Лисеси           mat-fkb ozel geliSim fen lisesi
Озел Шехир Колежи                         ozel Sexir koleJi
Эммануэл Лайонс (Дж.)                     emanuel laionsi (j.)
Аушрине Ионава                            auSrine ionova
Сан-Хуст Блау                             san-xust blau
Виладеканс Б                              viladekansi b
Брно-Комаров                              brno-komarovi
Сокол Палковице                           sokol polkovice
Анадолу Ихтисас                           anadolu ixtisasi
Анкара Атак А                             ankara atak a
Фламенго                                  flamengo
Регатас                                   regatasi
Полисиаль Формоса                         polisial formosa
Лойола Рамблерс                           loiola ramblersi
Пенн Ст. Ниттани Лайонс                   pen st. nitani laionsi
Маккендри Беаркэтс                        makendri bearqeTsi
Нью-Джерси Тех Хайлендерс                 niu-jersi tex hailendersi
Джордж Мэйсон Пэтриотс                    jorj meison petriotsi
Огайо Ст. Бакайз                          ohaio st. bakaizi
Кинг Торнадо                              king tornado
Чанли                                     Canli
Трибхуванский армейский клуб              tribxuvanski armeiski klubi
Мани Макунда ВК                           mani makunda vk
АПФ                                       apf
Непальский полицейский клуб               nepalis policiis klubi
Профлекс                                  profleqsi
Ош                                        oSi
Динамо КР                                 dinamo kr
Вертин Миэ                                vertin mie
Ала-Тоо                                   ala-too
Ош-Датка                                  oS-datka
Нарын                                     narini
КС Сфаксьен                               ks sfaksieni
Аль-Ахли                                  al-ahli
Нура Унив.                                nura univ.
Тензиле Эрдоган АЛ                        tenzile erdogan al
Озел Испарта Бахчешехир АЛ                ozel isparta baxCeSexir al
Локомотив Калининград                     lokomotiv kaliningradi
Испарта Спор                              isparta spori
Ниттаидай                                 nitaidai
ЦСП-ЧГУ-Спартак Чебоксары                 csp-Cgu-spartak Ceboksari
КемГУ Кемерово                            kemgu kemerovo
ПНИПУ Пермь                               pnipu permi
БЯУ Кугарс                                bau kugarsi
Урал Маунтайнс                            ural maunTinsi
Ред Фокс                                  red foqsi
Ле Жардин                                 le Jardini
Урал Старс                                ural starsi
Энерджи                                   enerji
Восток                                    vostoki
Темп                                      tempi
Университет                               universiteti
Автодор                                   avtodori
Союз                                      soiuzi
Крымгазсети                               krimgazseti
Скиф                                      skifi
Арсенал                                   arsenali
Янтарь-Про Омск                           iantar-pro omski
Урал Эйр Форс                             ural eir forsi
Урал Милитари                             ural militari
Медведь                                   medvedi
Блэк Старс                                bleq starsi
Еллоу Старс                               elou starsi
Урал Университи                           ural universiti
Урал Академи                              ural akademi
Флагман                                   flagmani
Бристоль                                  bristoli
Чайка                                     Caika
Заря                                      zaria
Ястребы                                   iastrebi
Динамо                                    dinamo
Колибри                                   kolibri
Гренадер                                  grenaderi
Магнезит                                  magneziti
Сарматы                                   sarmati
Нац. унив. Чунг Ченг                      nac. univ. Cung Cengi
Нац. Тайбэйский унив. бизнеса             nac. taibeis biznesis univ.
Тайваньский гос. Педагогический унив.     taivanis sax. pedagogiuri univ.
Нац. унив. Ченг Кунг                      nac. univ. Ceng kungi
Нац. унив. Чэн Кун                        nac. univ. Cen kuni
ГБАО                                      gbao
ГРРП                                      grrp
СУГД                                      sugd
Душанбе-1                                 duSanbe-1
Открытие                                  otkritie
Горизонт                                  gorizonti
Урал Райдерс                              ural raidersi
Альянс-Про                                alians-pro
Молот-Про                                 molot-pro
Рогун                                     roguni
Оби Гарм                                  obi garmi
Элевэйшн                                  eleveiSni
Евразия                                   evrazia
Витязь-Про                                vitiaz-pro
Империя-Про                               imperia-pro
Орлы-Про                                  orli-pro
Ураган-Про                                uragan-pro
Легион                                    legioni
Скаут                                     skauti
Континенталь Черновцы                     kontinental Cernovci
ГУНП в Донецкой области                   gunp doneckis olqSi
Аланта-ДНУ                                alanta-dnu
Куанкхю 3                                 kuankxiu 3
Легион-Про                                legion-pro
Берое-2016                                beroe-2016
Импульс                                   impulsi
Бдин Вида                                 bdin vida
Магнум                                    magnumi
Астра                                     astra
Минёр                                     miniori
Берое                                     beroe
Прибылев                                  pribilevi
ВСК МХП-Винница                           vsk mxp-vinica
ВА Стойчев-Казийски                       va stoiCev-kaziiski
Тетевен                                   teteveni
Скайлайн                                  sqailaini
Исеть                                     iseti
Пайп-Про                                  paip-pro
Энерджи-Про                               enerji-pro
Ахил Волей                                axil volei
ЦПВК София                                cpvk sofia
Тхайнгуен                                 txaingueni
Бан Талунг                                ban talungi
Спорт Програм                             sport programi
Ассампшен Бангкок                         asampSen bangkoki
Пхетвиттаякарн                            pxetvitaiakarni
Сирирач Анусон                            siriraC anusoni
Накорн Самутпракан                        nakorn samutprakani
Сатит Рамакхамхаенг                       satit ramakxamxaengi
Спорт Програм Сениор                      sport program seniori
Даймонд Фуд Эйрфорс                       daimond fud eirforsi
Тханябури Тедсабан Рангсит                txaniaburi tedsaban rangsiti
Ванг Чан Виттайя                          vang Can vitaia
Ангтхонг Спортс                           angtxong sportsi
Танг-Кру                                  tang-kru
Суанкуларб Нонтхабури                     suankularb nontxaburi
АНГТСС                                    angtss
Эйрфорс                                   eirforsi
Рой-Ет Спорт                              roi-et sporti
Ко-Куд                                    ko-kudi
Аюттхая Коммерциал Колледж                aiutxaia komercial koleji
Тедсабан 3 Ватчаинавас                    tedsaban 3 vatCainavasi
Чонбури ТНСУ                              Conburi tnsu
Тедсабан 1 Ямкетсуван                     tedsaban 1 iamketsuvani
КМУТНБ                                    kmutnb
Стар Нэйшн Юниверсал РСУ                  star neiSn iuniversal rsu
Раджабхат Махасаракхам                    rajabxat maxasarakxami
Тедсабан Супанбури                        tedsaban supanburi
Пламя-Про                                 plamia-pro
Раджабхат Суансунандха                    rajabxat suansunandxa
РМУТТ                                     rmutt
Эмердженси ВК                             emerjensi vk
Арми Понгсуван                            armi pongsuvani
Ангтхонг Спорт Скул                       angtxong sport squli
Чамчури                                   CamCuri
Фурита                                    furita
РМУТК Бангкок Интерфуд                    rmutk bangkok interfudi
Накорн Нага                               nakorn naga
Суан Сунандха                             suan sunandxa
Баан Муанг РМУ                            baan muang rmu
Львы-Про                                  lvi-pro
Беркут-Про                                berkut-pro
Тхай Роял Нави                            txai roial navi
Азия У Ко-Куд                             azia u ko-kudi
Ред Импс Жихлин                           red imps Jixlini
Чарне Овце Гданьск                        Carne ovce gdanski
Торнадо-Про                               tornado-pro
НУБИП                                     nubip
СК Радиус-СДЮСШОР 2                       sk radius-sdusSor 2
ПТТ                                       ptt
Кузейбору                                 kuzeiboru
ДВТК Мишкольц                             dvtk miSkolci
Пантеры                                   panteri
Лисы                                      lisi
Метро Варшава                             metro varSava
Вышкув                                    viSkuvi
СибГУФК Омск                              sibgufk omski
АлтГУ Барнаул                             altgu barnauli
Киштекст Будапешт                         kiStekst budapeSti
Бахмут-ШВСМ                               baxmut-Svsm
ДЮСШ-ДДМА Краматорск                      dusS-ddma kramatorski
Полесье-ЖДУ                               polesie-Jdu
Прометей                                  prometei
Кале 1957                                 kale 1957
Суленцин                                  sulencini
НУФВСУ                                    nufvsu
ВК Гориш                                  goriSi
Уралочка-2-УрГЭУ                          uraloCka-2-urgeu
Планета-Про                               planeta-pro
Вымпел-Про                                vimpel-pro
Тюмень-Прибой                             tiumen-priboi
Молния-Про                                molnia-pro
Мнихово-Градиште                          mnixovo-gradiSte
Червены Костелец                          Cerveni kosteleci
Зноймо                                    znoimo
Брондбю 2                                 brondbiu 2
Гентофте 2                                gentofte 2
Вологда                                   vologda
Грённаль Ваилдкард                        grional vaildqardi
Прометей-2 ДДТУ                           promeTei-2 ddtu
Южанка Николаев                           iuJanka nikolaevi
Львовянка-ЛДУФК-Скиф                      lvovianka ldufk skifi
Рига ВС                                   riga vs
Академи Грац                              akademi graci
ХИБ Либенау                               xib libenau
Иску                                      isku
Райсион Урхейлият                         raision urxeiliati
Парус-Про                                 parus-pro
Кханьхоа 2                                kxanxoa 2
Таоюань                                   taoiuani
Олюртранс                                 oliurtransi
Лаки Стар                                 laqi sTari
КЗ ХПКСП Харьков                          kz xpksp xarkovi
Спортлицей Белая Церковь                  sportliceumi belaia cerkovi
Минск-2-СК                                minski-2-sk
Минск-1                                   misnki-1
Волжанин                                  volJanini
Минск-4-ША                                minski-4-Sa
Самутпракан                               samutprakani
Ушкын-Кокшетау-2                          uSkin-kokSetau-2
ДжейСЛ Груп                               jeisl grupi
Динамо-Ак Барс-УОР                        dinamo-ak bars-uor
Динамо-Ак Барс                            dinamo-ak barsi
Сокол-Про                                 sokol-pro
Ушкын-Кокшетау                            uSkin-kokSetau
Феникс-Про                                feniqs-pro
Медина-Атлетик                            medina-atletiki
Полимер Десногорск                        polimer desnogorski
Братислава ВКП                            bratislava vkp
Комарно                                   komarno
Брда Сплит                                brda spliti
Астерикс Беверен                          asteriks bevereni
Сокол Пост                                sokol posti
Марк-ан-Барёль                            mark-an-barioli
Франс Авенир                              frans aveniri
Рапид Бх                                  rapid bx
Вест Тимишоара                            vest timiSoara
ВК Ниш                                    vk niSi
Виана                                     viana
Афьон-Карахисар                           afion-karaxisari
Лагонегро                                 logonegro
Минтонетте Альмерия                       mintonete almeria
АВГ 2008                                  avg 2008
ТалТех                                    taltexi
АСК-2 НН                                  ask-2 nn
Рио Дуэро Сория                           rio duero soria
Лозер                                     lozeri
Мартиг                                    martigi
Проджект РД СВФ                           projeqt rd svf
Нове-Место-над-Вагом                      nove-mesto-nad-vagomi
Трнава                                    trnava
Пиране Брусно                             pirane brusno
Пезинок                                   pezinoki
Манакор                                   manakori
Белененсеш                                belenenseSi
АТСК Клагенфурт                           atsk klagenfurti
Мондови                                   mondovi
Дефенсорес де Банфилд                     defensores de banfildi
Эрфурт                                    erfurti
Штраубинг                                 Straubingi
Гизен                                     gizeni
Люнебург                                  liuneburgi
Кьеле Сокуэльямос                         kiele sokueliamosi
Иллакейз                                  ilakeizi
Рамсар                                    ramsari
Сепахан Исфахан                           sepaxan isfaxani
Казвин                                    kazvini
Титаны-Про                                titani-pro
Новомосковочка-ДЮСШ №2                    novomoskovoCka-dusS №2
Жайык Уральск                             Jaiik uralski
ЧелГУ-Костанай                            Celgu-kostanai
Ару-Астана                                aru-astana
Тенир                                     teniri
Токтогул                                  toktoguli
Шумкар                                    Sumkari
Чаткал                                    Catkali
Хараз Амоль                               xaraz amoli
Йезд                                      iezdi
Кубота                                    kubota
Симбирск УлГПУ Ульяновск                  simbirsk ulgpu ulianovski
Тиба Дзэлва                               tiba Zelva
Гандаки                                   gandaki
Сулайман                                  sulaimani
Иртыш                                     irtiSi
Нара                                      nara
ОшМУ                                      oSmu
Келечек                                   keleCeki
Пасифик Лютеран                           pasifik liuterani
Уитуорт                                   uituorti
Уилламетт                                 uilameti
Пасифик Орегон                            pasifik oregoni
Грация Уральск                            gracia uralski
Шри-Ланка Нэви                            Sri-lanka nevi
Хирдарамани                               xirdaramani
Супер Кингс                               super qingsi
Андинос                                   andinosi
Кайрос                                    kairosi
Юнайтед Наттандия                         iunaited natandia
Шри-Ланка Арми                            Sri-lanka armi
Жалал Абад                                Jalal abadi
Брилиант Ариес                            briliant ariesi
УК Мерсед                                 uk mersedi
Ла Сьерра                                 la siera
Нац. унив. Чун Чэн                        nac. univ. Cun Ceni
Нац. унив. Тайнань                        nac. univ. tainani
Рязань-РГУ                                riazan-rgu
Зап. Кентукки                             das. kentuki
Питтсбург Пантерс                         pitsburg pantersi
УК Ирвайн Антитерс                        uk irvain antitersi
Кентукки Уайлдкэтс                        kentuki uaildqeTsi
Алкохоль                                  alkoholi
Лонг Бич Ст. 49-е                         long biC st. 49-ersi
Контум                                    kontumi
Дикие Кабаны                              dikie kabani
Никополь-2                                nikopol-2
УК Сан-Диего Тритонс                      uk san-diego tritonsi
УК Санта Барбара Гаучос                   uk santa barbara gauCosi
Онтарио Матадорс                          ontario matadorsi
Саутерн Экспоуже                          sauTern eqspouJe
Малахит-Про                               malaxit-pro
Сапфир-Про                                sapfir-pro
Биньтюнг Тхонгтин                         bintiung txongtini
Фокси-Про                                 foqsi-pro
Совы-Про                                  sovi-pro
Центрально-Южный Унив.                    samxreT-centraluri univ.
Бэйцзин Спорт Унив.                       beiczin sport univ.
Чжунбу Унив.                              CJunbu univ.
Инха Унив.                                inxa univ.
Кёнги Унив.                               kiongi univ.
Ханян Унив.                               xanian univ.
Чжэцзян Унив.                             CJeczian univ.
Ланьчжоу Унив.                            lanCJou univ.
Гранат-Про                                granat-pro
Рэдфорд                                   redfordi
Вайпаху                                   vaipaxu
Фудань Унив.                              fudan univ.
Центр.-Китайский Педагогический унив.     centr.-CineTis pedagogiuri univ.
НИУ МИЭТ Москва                           niu miet moskovi
РАНХиГС Москва                            ranxigs moskovi
РУДН Москва                               rudn moskovi
Пантеры-Про                               panteri-pro
Бэйцзин Педагогический унив.              beiczin pedagogiuri univ.
Шаньдун Педагогический унив.              Sandun pedagogiuri univ.
Мокпхо Нац. Унив.                         mokpxo nac. iniv.
Данкук Унив.                              dankuk univ.
Войсук Унив.                              voisuk univ.
Хонам Унив.                               xonam univ.
Мёнджи Унив.                              mionji univ.
Кёнхи Унив.                               kionxi univ.
Воосук Унив.                              voosuk univ.
Данкоок Унив.                             dankook univ.
ЮСи Старс Блю                             iusi stars bliu
Ройалс                                    roialsi
Хёнгик Унив.                              xiongik univ.
Чхуннам Нац. Унив.                        Cxunam nac. univ.
Кенсан Нац. Унив.                         kensan nac. univ.
ВЕКА                                      veka
Вайкато                                   vaikato
Веллингтон                                velingtoni
Бэй оф Пленти                             bei of plenti
Кентербери                                konterberi
Комус-Про                                 komus-pro
ЧГАУ Чебоксары                            Cgau Ceboksari
РГАУ-МСХА Москва                          rgau-msxa moskovi
Нисиниппон Тех. инст.                     nisinipon teq. inst.
Юниверсити Селекшн                        iuniversiti seleqSni
ФАП                                       fap
Конкистадорес                             konkistadoresi
КузГСха Кемерово                          kuzgsxa kemerovo
Дьяволи Роза Бругерио                     diavoli roza burgerio
Гуаруль                                   guaruli
Повуа                                     povua
Гейфайнш                                  geifainSi
Лузофона                                  luzofona
ВЕВА Блю                                  veva bliu
Беджер Нат                                bejer nati
Найк СРВА Нат                             naik srva nati
ВЕВА Ред                                  veva redi
Жинаштика                                 JinaStika
Мамеде                                    mamede
Френдс Рома                               frends roma
Лемен                                     lemeni
Грин Уориорс Сассуоло                     grin uoriors sasuolo
Мелиссион О Фивос                         melision o fivosi
Эолос Агиас                               eolos agiasi
Ларисис                                   larisisi
Филиппос Верияс                           filipos veriasi
Накондэ                                   nakonde
УНЗА                                      unza
Эрроуз                                    erouzi
У.Н.А.                                    u.n.a.
У.Ц.Р.                                    u.c.r.
Чавама                                    Cavama
Чалубе                                    Calube
Рената                                    renata
Сантос Прая-Гранди                        santos praia-grandi
Сентро Олимпико                           sentro olimpiko
Прая-Гранди                               praia-grandi
Сан Мигель                                san migeli
Чери Тигго                                Ceri tigo
Астерас Никеяс                            asteras nikeiasi
Картаго                                   kartago
Таджикистан                               tajikeTi
Уильям Кэри                               uiliam qeri
Миллиган                                  miligani
ОК Финанс                                 ok finansi
Билозгар-Медуниверситет                   bilozgar-meduniversiteti
Призонс Леопардс                          prizons leopardsi
Муром                                     muromi
Маркетт Голден Иглз                       market golden iglzi
Сейнт Джон Фишер                          seinT jon fiSeri
Дженесео                                  jeneseo
Рочестер                                  roCesteri
Онеонта                                   oneonta
Рамапо Роудраннерс                        ramapo roudranersi
Уильям Пис                                uiliam pisi
Вашингтон энд Ли                          vaSington end li
Пиньейрус                                 pineirusi
Пугет Саунд                               puget saundi
Ст. Томас Техас                           st. tomas texasi
Метрополитан Ст. Денвер                   metropolitan st. denveri
Центр. Миссури                            centr. misuri
Багышах                                   bagiSaxi
УСК Троян                                 usk troiani
Газпром Трансгаз Ухта                     gazprom transgaz uxta
Санта-Клара Бронкос                       santa-klara bronqosi
ЛГПУ Липецк                               lgpu lipecki
ТГУ Тамбов                                tgu tambovi
ВГПУ Воронеж                              vgpu voroneJi
Калифорния Голден Беарс                   kalifornia golden bearsi
Кал Ст. Фуллертон Титанс                  kal st. fulerton titansi
ДКИ Джакарта                              dki jakarta
Суматра                                   sumatra
Ява Барат                                 iava barati
Ява Тенга                                 iava tenga
Лойола Мэримаунт Лайонс                   loiola merimaunT laionsi
Северо-Запад Назарин                      Crdilo-dasavleT nazarini
Ребиско                                   rebisko
Фулад Сирджан                             fulad sirjani
Колорадо Буффалос                         kolorado bufalosi
Цейлон                                    ceiloni
Саут Гас                                  sauT gasi
Пургшталль                                purgStali
Инцингволлей                              incingvolei
Пунахо-2                                  punaxo-2
Мэринолл                                  merinoli
Шымкент-Динамо                            Simkent-dinamo
Слован Хабаржовице                        slovan xabarJovice
Поланка                                   polanka
Туран Динамо                              turan dinamo
Колорадо Ст.                              kolorado st.
Сан-Жуст                                  san-Justi
Валь-д'Эброн                              val-d'ebroni
Дарюшшифа Окуллары                        dariuSifa okulari
Валенсия                                  valensia
Гандия                                    gandia
Держава Тамбов                            derJava tambovi
Липчанка                                  lipCanka
Гдыня                                     gdinia
Стенжица                                  stenJica
Олимпийчик Гданьск                        olimpiiCik gdanski
Альпат Гдыня                              alpat gdinia
Мадрид ВП                                 madrid vp
Торрелавега                               torelavega
Драйв                                     draivi
Вива                                      viva
Гронов                                    gronovi
Школа Ческе-Будеёвице                     Skola Ceske-budeiovice
Градец-Кралове                            gradec-kralove
Нусле                                     nusle
АСВ Орхус 2                               asv orhusi 2
Хорнсильд                                 hornsildi
Азия унив.                                azia univ.
Натурмед Нойон                            naturmed noioni
Эрчим                                     erCimi
Энергия Благовещенск                      energia blagoveSCenski
Анкара Йол Спор                           ankara iol spori
Анкара ДСИ                                ankara dsi
Коммунальник Гр-2                         komunalnik gr-2
Атлант-2                                  atlant-2
Орион Прага                               orion praRa
Колин                                     kolini
Уурхайчин                                 uurxaiCini
Алтайн Барс Хилчим                        altain bars xilCimi
Сан-Диего Торерос                         san-diego torerosi
Призонс                                   prizonsi
Тайчжун Аполло                            taiCJun apolo
Пеппер СБ                                 peper sb
Эспоир                                    espoiri
МЭИ Москва                                mei moskovi
Кьюмин Ц                                  kiumin c
Самутпракан унив.                         samutprakan univ.
Фадунг Крунг Као                          fadung krung kao
Патумтхани Наваминт                       patumtxani navaminti
Тайский Нац. Спорт. унив. Сисакет         tais nac. sport. univ. sisaketi
Спортивная школа Бангкока                 bangkokis sportuli skola
Рамакхамхаенг                             ramakxamxaengi
Висакхабуча                               visakxabuCa
АТГСС ВК                                  atgss vk
Катюша                                    katiuSa
Жетысу-3                                  Jetisu-3
Жетысу-4                                  Jetisu-4
Сафилва Хоккайдо                          safilva xokaido
Шэньчжэнь                                 SenCJeni
ЦОП Крд                                   cop krd
Кал Ст. Сан-Бернардино                    kal st. san-bernardino
Тринити Уэстерн Спартанс                  triniti uestern spartansi
Фрейзер Вэлли                             freizer veli
Тойота Мобилити                           toiota mobiliti
Аисин                                     aisini
ДжейСЛ Груп Аишанлинь                     jeisl grup aiSanlini
Пхаяк Сэнсэй                              pxaiak sensei
Унив. Восточной Азии                      aRm. aziis univ.
ОББ                                       obb
Унив. Уганды                              ugandis univ.
Витория                                   vitoria
Чиа Нан Унив.                             Cia nan univ.
Тайбэй Унив.                              taibei univ.
Санту-Тирсу                               santu-tirsu
Анадолу Туркуаз                           anadolu turkuazi
Шчёнхерз                                  SCionxerzi
ТФШЕ-3 Будапешт                           tfSe-3 budapeSti
МАФК-Вигнер                               mafk-vigneri
Панорама СЕ                               panorama se
Льярс Мундет Б                            liars mundeti b
Игуалада                                  igualada
Полиспортива Чене                         polisportiva Cene
Нуова Орио                                nuova orio
КГУФКСиТ Краснодар                        kgufksit krasnodari
АГТУ                                      agtu
МГТУ Майкоп                               mgtu maikopi
ПУ Пловдив                                pu plovdivi
НСА София                                 nsa sofia
Арбиль                                    arbili
Дачия Миовени                             daCia mioveni
Бега Тимишоара                            bega timiSoara
Ст. Джонс                                 st. jonsi
Ньютаун Саут                              niuTaun sauTi
КТФ Михай I Бухарест                      ktf mixai I buqaresti
Легион Обухово 2                          legion obuxovo 2
МВК Могилев                               mvk mogiliovi
Айн Млила                                 ain mlila
ЛПС Бистрица                              lps bistrica
Нанайский район                           nanais raioni
СурГУ Сургут                              surgu surguti
Оспиталет Б                               ospitalet b
Ховентут Лес Кортс                        xoventut les kortsi
ЛАПИ Деж                                  lapi deJi
КСШ Бузэу                                 ksS buzeu
АСЭК Мимозас                              asek mimozasi
ККБ                                       kkb
Кантри Эль Пинар Дж.                      qanTri el pinar j.
Пасо Карраско Лобос                       paso karasko lobosi
Барра Волей                               bara volei
Аирес Пурос                               aires purosi
Кантри Эль Пинар Ц                        qanTri el pinar c
Унион Санта Роса Ц                        union santa rosa c
Чилл Аут                                  Cil auTi
Наутико Ср                                nautiko sr
Хуан Феррейра М                           xuan fereira m
Сан Хосе Биир                             san xose biiri
КФ Картаж                                 kf kartaJi
Ныса                                      nisa
Беллона                                   belona
Витамеда Рио                              vitameda rio
ДДМ 21-22                                 ddm 21-22
Сокол Брно Юлианов Б                      sokol brno iulianov b
Славой Леденице Б                         slavoi ledenice b
Добра Вода                                dobra voda
ВК Градец-Кралове Б                       gradec-kralove b
Тршебеш Б                                 trSebeS b
Метеор Прага А                            meteor praRa a
Пача Манины                               paCa manini
Браник Ц                                  branik III
Петршины Ц                                petrSini III
Ржепорие                                  rJeporie
МФФ Прага Ф                               mff praRa f
МФФ Прага Г                               mff praRa g
Малешице                                  maleSice
Вышеград Б                                viSegrad b
Радотинский СК Ц                          radotinski sk III
КТУ Каунас                                ktu kaunasi
Спорто Фея                                sporto feia
Лои                                       loi
Ревеню                                    reveniu
